code,name,market,sector,status,priceStatus,financialStatus,metricSource,action,lastClose,priceJudgement,financialError
5597,ブルーイノベーション,グロース（内国株式）,情報・通信業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1301.0,,
5599,Ｓ＆Ｊ,グロース（内国株式）,情報・通信業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,973.0,,
559A,梅乃宿酒造,スタンダード（内国株式）,食料品,財務のみ完了,価格取得不可,財務取得済み,irbank:2026/03,価格が取れたらランキング判定,,,
5602,栗本鐵工所,プライム（内国株式）,鉄鋼,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1398.0,,
5603,虹技,スタンダード（内国株式）,鉄鋼,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1247.0,,
5609,日本鋳造,スタンダード（内国株式）,鉄鋼,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,891.0,,
5612,日本鋳鉄管,スタンダード（内国株式）,鉄鋼,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1555.0,,
5616,雨風太陽,グロース（内国株式）,情報・通信業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,607.0,,
5618,ナイル,グロース（内国株式）,情報・通信業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,288.0,,
5619,マーソ,グロース（内国株式）,情報・通信業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,794.0,,
5621,ヒューマンテクノロジーズ,グロース（内国株式）,情報・通信業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1327.0,,
5631,日本製鋼所,プライム（内国株式）,機械,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,7724.0,,
5632,三菱製鋼,プライム（内国株式）,鉄鋼,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2177.0,,
5644,メタルアート,スタンダード（内国株式）,鉄鋼,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,7600.0,,
5658,日亜鋼業,スタンダード（内国株式）,鉄鋼,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,346.0,,
5659,日本精線,プライム（内国株式）,鉄鋼,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1431.0,,
5660,神鋼鋼線工業,スタンダード（内国株式）,鉄鋼,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1752.0,,
5695,パウダーテック,スタンダード（内国株式）,鉄鋼,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,3240.0,,
5697,サンユウ,スタンダード（内国株式）,鉄鋼,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,696.0,,
5698,エンビプロ・ホールディングス,スタンダード（内国株式）,鉄鋼,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,831.0,,
5699,イボキン,スタンダード（内国株式）,鉄鋼,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1445.0,,
5702,大紀アルミニウム工業所,プライム（内国株式）,非鉄金属,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1511.0,,
5703,日本軽金属ホールディングス,プライム（内国株式）,非鉄金属,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2819.0,,
5704,ＪＭＣ,グロース（内国株式）,非鉄金属,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,385.0,,
5706,三井金属,プライム（内国株式）,非鉄金属,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,42390.0,,
5707,東邦亜鉛,プライム（内国株式）,非鉄金属,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,799.0,,
5711,三菱マテリアル,プライム（内国株式）,非鉄金属,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,4363.0,,
5713,住友金属鉱山,プライム（内国株式）,非鉄金属,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,7635.0,,
5714,ＤＯＷＡホールディングス,プライム（内国株式）,非鉄金属,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,8744.0,,
5715,古河機械金属,プライム（内国株式）,非鉄金属,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,3630.0,,
5721,エスクリプトエナジー,スタンダード（内国株式）,非鉄金属,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,70.0,,
5724,アサカ理研,スタンダード（内国株式）,非鉄金属,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2395.0,,
5726,大阪チタニウムテクノロジーズ,プライム（内国株式）,非鉄金属,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2673.0,,
5729,日本精鉱,スタンダード（内国株式）,非鉄金属,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1414.0,,
5741,ＵＡＣＪ,プライム（内国株式）,非鉄金属,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2494.0,,
5742,エヌアイシ・オートテック,スタンダード（内国株式）,非鉄金属,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,693.0,,
5753,日本伸銅,スタンダード（内国株式）,非鉄金属,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2330.0,,
5757,ＣＫサンエツ,プライム（内国株式）,非鉄金属,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,5290.0,,
5801,古河電気工業,プライム（内国株式）,非鉄金属,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,45280.0,,
5802,住友電気工業,プライム（内国株式）,非鉄金属,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,11935.0,,
5803,フジクラ,プライム（内国株式）,非鉄金属,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,6131.0,,
5805,ＳＷＣＣ,プライム（内国株式）,非鉄金属,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,13480.0,,
5816,オーナンバ,スタンダード（内国株式）,非鉄金属,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1721.0,,
5817,ＪＭＡＣＳ,スタンダード（内国株式）,非鉄金属,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,922.0,,
5819,カナレ電気,スタンダード（内国株式）,非鉄金属,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1792.0,,
5820,三ッ星,スタンダード（内国株式）,非鉄金属,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,753.0,,
5821,平河ヒューテック,プライム（内国株式）,非鉄金属,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,3685.0,,
5830,いよぎんホールディングス,プライム（内国株式）,銀行業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,3181.0,,
5831,しずおかフィナンシャルグループ,プライム（内国株式）,銀行業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,3032.0,,
5832,ちゅうぎんフィナンシャルグループ,プライム（内国株式）,銀行業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,3090.0,,
5834,ＳＢＩリーシングサービス,グロース（内国株式）,証券、商品先物取引業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2632.0,,
5838,楽天銀行,プライム（内国株式）,銀行業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,5039.0,,
5842,インテグラル,グロース（内国株式）,証券、商品先物取引業,補完チェック完了,月次価格取得済み,財務補完済み,completionEstimate,補完データでチャートと広域判定に利用,2814.0,,BPS、純資産、株数推定が不足
5843,ニッポンインシュア,スタンダード（内国株式）,その他金融業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2155.0,,
5844,京都フィナンシャルグループ,プライム（内国株式）,銀行業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,4477.0,,
5845,全保連,スタンダード（内国株式）,その他金融業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,996.0,,
5851,リョービ,プライム（内国株式）,非鉄金属,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2736.0,,
5852,アーレスティ,プライム（内国株式）,非鉄金属,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,695.0,,
5856,エルアイイーエイチ,スタンダード（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2025/09,ランキング判定に利用,1.0,,
5857,ＡＲＥホールディングス,プライム（内国株式）,非鉄金属,補完チェック完了,月次価格取得済み,財務補完済み,completionEstimate,補完データでチャートと広域判定に利用,2915.0,,BPS、純資産、株数推定が不足
5858,ＳＴＧ,グロース（内国株式）,非鉄金属,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1268.0,,
5867,エスネットワークス,グロース（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1121.0,,
5868,ロココ,スタンダード（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,995.0,,
5869,早稲田学習研究会,スタンダード（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1185.0,,
5870,ナルネットコミュニケーションズ,グロース（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,722.0,,
5871,ＳＯＬＩＺＥ　Ｈｏｌｄｉｎｇｓ,スタンダード（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1292.0,,
5884,クラダシ,グロース（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,561.0,,
5885,ジーデップ・アドバンス,スタンダード（内国株式）,卸売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,2793.0,,
5888,ＤＡＩＷＡ　ＣＹＣＬＥ,グロース（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/04,ランキング判定に利用,2993.0,,
5889,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,プライム（内国株式）,小売業,補完チェック完了,月次価格取得済み,財務補完済み,completionEstimate,補完データでチャートと広域判定に利用,2189.0,,BPS、純資産、株数推定が不足
5891,魁力屋,スタンダード（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1684.0,,
5892,ｙｕｔｏｒｉ,グロース（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1978.0,,
5900,ダイケン,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,844.0,,
5901,東洋製罐グループホールディングス,プライム（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,4167.0,,
5902,ホッカンホールディングス,プライム（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2343.0,,
5903,シンポ,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1680.0,,
5905,日本製罐,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1339.0,,
5906,エムケー精工,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,784.0,,
5909,コロナ,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,965.0,,
5911,横河ブリッジホールディングス,プライム（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2814.0,,
5915,駒井ハルテック,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2340.0,,
5918,瀧上工業,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,7070.0,,
5921,川岸工業,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,3930.0,,
5922,那須電機鉄工,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,17560.0,,
5923,高田機工,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1102.0,,
5928,アルメタックス,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,270.0,,
5929,三和ホールディングス,プライム（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,3729.0,,
5930,文化シヤッター,プライム（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1911.0,,
5932,三協立山,プライム（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,619.0,,
5933,アルインコ,プライム（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1051.0,,
5936,東洋シヤッター,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,890.0,,
5938,ＬＩＸＩＬ,プライム（内国株式）,金属製品,補完チェック完了,月次価格取得済み,財務補完済み,completionEstimate,補完データでチャートと広域判定に利用,1771.0,,BPS、純資産、株数推定が不足
5939,大谷工業,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,confirmed,ランキング判定に利用,4970.0,,
5940,不二サッシ,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,702.0,,
5941,中西製作所,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2500.0,,
5942,日本フイルコン,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,599.0,,
5943,ノーリツ,プライム（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2363.0,,
5945,天龍製鋸,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2500.0,,
5946,長府製作所,プライム（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2019.0,,
5947,リンナイ,プライム（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,3588.0,,
5949,ユニプレス,プライム（内国株式）,輸送用機器,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1220.0,,
5950,日本パワーファスニング,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,142.0,,
5951,ダイニチ工業,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1192.0,,
5952,アマテイ,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,178.0,,
5955,ワイズホールディングス,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,77.0,,
5956,トーソー,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,559.0,,
5957,日東精工,プライム（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,791.0,,
5958,三洋工業,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,4370.0,,
5959,岡部,プライム（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,915.0,,
5962,浅香工業,スタンダード（内国株式）,その他製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1884.0,,
5965,フジマック,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1147.0,,
5966,京都機械工具,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2540.0,,
5967,ＴＯＮＥ,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,424.0,,
5969,ロブテックス,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1180.0,,
5970,ジーテクト,プライム（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2054.0,,
5971,共和工業所,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/04,ランキング判定に利用,8080.0,,
5973,トーアミ,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,607.0,,
5974,中国工業,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,870.0,,
5975,東プレ,プライム（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2703.0,,
5976,高周波熱錬,プライム（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1279.0,,
5981,東京製綱,プライム（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1944.0,,
5982,マルゼン,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,3800.0,,
5983,イワブチ,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,13690.0,,
5984,兼房,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,712.0,,
5985,サンコール,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1800.0,,
5986,モリテック　スチール,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,227.0,,
5987,オーネックス,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1860.0,,
5988,パイオラックス,プライム（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1559.0,,
5989,エイチワン,プライム（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,promotionDraft,ランキング判定に利用,1464.0,,BPS、純資産、株数推定が不足
5990,スーパーツール,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1978.0,,
5991,日本発條,プライム（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,3974.0,,
5992,中央発條,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,3885.0,,
5994,ファインシンター,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,936.0,,
5997,協立エアテック,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,873.0,,
5998,アドバネクス,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,3050.0,,
6005,三浦工業,プライム（内国株式）,機械,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,3160.0,,
6013,タクマ,プライム（内国株式）,機械,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,3650.0,,
6016,ジャパンエンジンコーポレーション,スタンダード（内国株式）,輸送用機器,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,8260.0,,
6018,阪神内燃機工業,スタンダード（内国株式）,輸送用機器,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,5600.0,,
6022,赤阪鐵工所,スタンダード（内国株式）,機械,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2290.0,,
6023,ダイハツインフィニアース,スタンダード（内国株式）,輸送用機器,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2544.0,,
6027,弁護士ドットコム,プライム（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2050.0,,
6029,アトラグループ,スタンダード（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,188.0,,
6030,アドベンチャー,グロース（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1324.0,,
6031,ＺＥＴＡ,グロース（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,286.0,,
6033,エクストリーム,グロース（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1369.0,,
6034,ＭＲＴ,グロース（内国株式）,サービス業,補完チェック完了,月次価格取得済み,財務補完済み,completionEstimate,補完データでチャートと広域判定に利用,625.0,,BPS、純資産、株数推定が不足
6035,アイ・アールジャパンホールディングス,スタンダード（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,707.0,,
6036,ＫｅｅＰｅｒ技研,プライム（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2727.0,,
6037,楽待,スタンダード（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/04,ランキング判定に利用,1062.0,,
6038,イード,グロース（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,904.0,,
6039,日本動物高度医療センター,グロース（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1028.0,,
6040,日本スキー場開発,グロース（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/04,ランキング判定に利用,485.0,,
6042,ニッキ,スタンダード（内国株式）,輸送用機器,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,3860.0,,
6044,三機サービス,スタンダード（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,1570.0,,
6045,レントラックス,グロース（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1409.0,,
6046,リンクバル,スタンダード（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,111.0,,
6047,Ｇｕｎｏｓｙ,スタンダード（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,437.0,,
6049,イトクロ,グロース（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/04,ランキング判定に利用,248.0,,
6050,イー・ガーディアン,プライム（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1696.0,,
6054,リブセンス,スタンダード（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,107.0,,
6055,ジャパンマテリアル,プライム（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2633.0,,
6058,ベクトル,プライム（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,1685.0,,
6059,ウチヤマホールディングス,スタンダード（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,342.0,,
6061,ユニバーサル園芸社,スタンダード（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2620.0,,
6062,チャーム・ケア・コーポレーション,プライム（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1347.0,,
6063,日本エマージェンシーアシスタンス,スタンダード（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,976.0,,
6069,トレンダーズ,グロース（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,603.0,,
6070,キャリアリンク,プライム（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2195.0,,
6071,ＩＢＪ,プライム（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,763.0,,
6072,地盤ネットホールディングス,スタンダード（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,969.0,,
6073,アサンテ,プライム（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1412.0,,
6074,ジェイエスエス,スタンダード（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,482.0,,
6078,バリューＨＲ,プライム（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1467.0,,
6080,Ｍ＆Ａキャピタルパートナーズ,プライム（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,3390.0,,
6081,アライドアーキテクツ,グロース（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,152.0,,
