code,name,market,sector,price,bps,eps,cash,securities,investmentSecurities,interestDebt,netAssets,rentalBook,rentalMarket,shares,treasuryShares,period,sourceUrl,status,error,fetchedAt
4568,第一三共,プライム（内国株式）,医薬品,2535.5,,,,0,0,,,0,0,,0,,https://irbank.net/4568/results,取得失敗,BPS、純資産、株数推定が不足,2026-06-27T01:43:44.231Z
4569,杏林製薬,プライム（内国株式）,医薬品,1154,2479.25,26.11,11802,0,0,23317,142425,0,0,57446809,0,2026/03,https://irbank.net/4569/results,取得成功,,2026-06-27T01:00:21.778Z
456A,ＨＵＭＡＮ　ＭＡＤＥ,グロース（内国株式）,小売業,1477,138.25,36.01,9973.28,0,0,283.33,11800.29,0,0,85354720,0,2026/04,https://irbank.net/456A/results,取得成功,,2026-06-27T01:00:21.833Z
4570,免疫生物研究所,グロース（内国株式）,医薬品,969,197.93,37.26,928.25,0,0,177.09,1843.37,0,0,9313242,0,2026/03,https://irbank.net/4570/results,取得成功,,2026-06-27T01:00:21.798Z
4571,ＮＡＮＯホールディングス,グロース（内国株式）,医薬品,96,43.11,-12.9,4910.35,0,0,1600,3565.74,0,0,82712596,0,2026/03,https://irbank.net/4571/results,取得成功,,2026-06-27T01:00:21.826Z
4572,カルナバイオサイエンス,グロース（内国株式）,医薬品,314,,,,0,0,,,0,0,,0,,https://irbank.net/4572/results,取得失敗,BPS、純資産、株数推定が不足,2026-06-27T01:43:44.220Z
4574,大幸薬品,プライム（内国株式）,医薬品,275,164.43,10.95,4256,0,0,792,8518,0,0,51803199,0,2026/03,https://irbank.net/4574/results,取得成功,,2026-06-27T01:00:21.877Z
4575,キャンバス,グロース（内国株式）,医薬品,563,103.41,-61.14,2827.87,0,0,0,2943.88,0,0,28468040,0,2026/03,https://irbank.net/4575/results,取得成功,,2026-06-27T01:00:21.911Z
4576,デ・ウエスタン・セラピテクス研究所,グロース（内国株式）,医薬品,69,23.25,-14.16,1709.79,0,0,605.17,1435.44,0,0,61739355,0,2026/03,https://irbank.net/4576/results,取得成功,,2026-06-27T01:00:21.957Z
4577,ダイト,プライム（内国株式）,医薬品,1224,1791.98,85.72,2207,0,0,9668,52067,0,0,29055570,0,2026/02,https://irbank.net/4577/results,取得成功,,2026-06-27T01:00:21.931Z
4578,大塚ホールディングス,プライム（内国株式）,医薬品,10895,,,,0,0,,,0,0,,0,,https://irbank.net/4578/results,取得失敗,BPS、純資産、株数推定が不足,2026-06-27T01:43:44.264Z
4579,ラクオリア創薬,グロース（内国株式）,医薬品,466,308.87,-2.42,3244.27,0,0,2651.43,6896.26,0,0,22327387,0,2026/03,https://irbank.net/4579/results,取得成功,,2026-06-27T01:00:22.028Z
4582,シンバイオ製薬,グロース（内国株式）,医薬品,68,,,,0,0,,,0,0,,0,,https://irbank.net/4582/results,取得失敗,BPS、純資産、株数推定が不足,2026-06-27T01:43:44.260Z
4583,カイオム・バイオサイエンス,グロース（内国株式）,医薬品,69,18.37,-14.47,1205.02,0,0,261.7,1122.06,0,0,61081111,0,2026/03,https://irbank.net/4583/results,取得成功,,2026-06-27T01:00:23.696Z
4584,キッズウェル・バイオ,グロース（内国株式）,医薬品,136,32.37,-8.48,3294.91,0,0,2425,1653,0,0,51065802,0,2026/03,https://irbank.net/4584/results,取得成功,,2026-06-27T01:00:22.103Z
4586,メドレックス,グロース（内国株式）,医薬品,49,30,-25.3,1754.66,0,0,0,2048.99,0,0,68299667,0,2026/03,https://irbank.net/4586/results,取得成功,,2026-06-27T01:00:22.146Z
4587,ペプチドリーム,プライム（内国株式）,医薬品,1025.5,387.16,23.35,28682.93,0,0,17041.51,51528.26,0,0,133092933,0,2026/03,https://irbank.net/4587/results,取得成功,,2026-06-27T01:00:22.155Z
4588,オンコリスバイオファーマ,グロース（内国株式）,医薬品,2733,122.48,-80,3429.56,0,0,299.98,3999.96,0,0,32658067,0,2026/03,https://irbank.net/4588/results,取得成功,,2026-06-27T01:00:22.213Z
4591,リボミック,グロース（内国株式）,医薬品,59,52.3,-28.41,1927.18,0,0,0,2841.12,0,0,54323518,0,2026/03,https://irbank.net/4591/results,取得成功,,2026-06-27T01:00:23.386Z
4592,サンバイオ,グロース（内国株式）,医薬品,919,159.1,-65.76,14815.27,0,0,129,13604.66,0,0,85510119,0,2026/04,https://irbank.net/4592/results,取得成功,,2026-06-27T01:00:23.583Z
4593,ヘリオス,グロース（内国株式）,医薬品,246,,,,0,0,,,0,0,,0,,https://irbank.net/4593/results,取得失敗,BPS、純資産、株数推定が不足,2026-06-27T01:43:44.291Z
4594,ブライトパス・バイオ,グロース（内国株式）,医薬品,45,16.91,-14.42,2156.19,0,0,0,2368.45,0,0,140062093,0,2026/03,https://irbank.net/4594/results,取得成功,,2026-06-27T01:00:22.470Z
4595,ミズホメディー,スタンダード（内国株式）,医薬品,1693,962.43,169.04,2259,0,0,0,18684,0,0,19413360,0,2026/03,https://irbank.net/4595/results,取得成功,,2026-06-27T01:00:22.620Z
4596,窪田製薬ホールディングス,グロース（内国株式）,医薬品,56,,,,0,0,,,0,0,,0,,https://irbank.net/4596/results,取得失敗,BPS、純資産、株数推定が不足,2026-06-27T01:43:44.311Z
4597,ソレイジア・ファーマ,グロース（内国株式）,医薬品,24,,,,0,0,,,0,0,,0,,https://irbank.net/4597/results,取得失敗,BPS、純資産、株数推定が不足,2026-06-27T01:43:44.328Z
4598,Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍａ,グロース（内国株式）,医薬品,124,2.35,-104.05,145.45,0,0,0,33.98,0,0,14459574,0,2026/03,https://irbank.net/4598/results,取得成功,,2026-06-27T01:00:22.936Z
4599,ステムリム,グロース（内国株式）,医薬品,313,73.46,-31.16,6994.59,0,0,0,7314.22,0,0,99567384,0,2026/04,https://irbank.net/4599/results,取得成功,,2026-06-27T01:00:23.718Z
460A,ＢＲＡＮＵ,グロース（内国株式）,情報・通信業,915,214.42,58,786.17,0,0,454.01,414.04,0,0,1930977,0,2026/04,https://irbank.net/460A/results,取得成功,,2026-06-27T01:00:23.177Z
4611,大日本塗料,プライム（内国株式）,化学,1340,2337.75,119.04,10913,0,0,14499,76676,0,0,32799059,0,2026/03,https://irbank.net/4611/results,取得成功,,2026-06-27T01:00:23.217Z
4612,日本ペイントホールディングス,プライム（内国株式）,化学,1054,820.22,85.36,424337,0,0,1421800,1823000,0,0,2222574431,0,2026/03,https://irbank.net/4612/results,取得成功,,2026-06-27T01:00:23.272Z
4613,関西ペイント,プライム（内国株式）,化学,2630.5,1703.15,153.37,67230,0,0,82417,381203,0,0,223822329,0,2026/03,https://irbank.net/4613/results,取得成功,,2026-06-27T01:00:23.279Z
4615,神東塗料,スタンダード（内国株式）,化学,126,384.82,5.88,3018,0,0,5099,14229,0,0,36975729,0,2026/03,https://irbank.net/4615/results,取得成功,,2026-06-27T01:00:23.337Z
4616,川上塗料,スタンダード（内国株式）,化学,1860,3499.39,182.83,1889.16,0,0,1905.62,3334.76,0,0,952955,0,2026/02,https://irbank.net/4616/results,取得成功,,2026-06-27T01:00:23.392Z
4617,中国塗料,プライム（内国株式）,化学,3390,1924.32,221.66,38058,0,0,16404,101780,0,0,52891411,0,2026/03,https://irbank.net/4617/results,取得成功,,2026-06-27T01:00:25.667Z
4619,日本特殊塗料,スタンダード（内国株式）,化学,2329,2828.79,248.92,12586,0,0,2804,67023,0,0,23693169,0,2026/03,https://irbank.net/4619/results,取得成功,,2026-06-27T01:00:23.444Z
4620,藤倉化成,スタンダード（内国株式）,化学,1071,1666.63,106.83,12688.32,0,0,4245.14,50545.99,0,0,30328261,0,2026/03,https://irbank.net/4620/results,取得成功,,2026-06-27T01:00:23.506Z
4623,アサヒペン,スタンダード（内国株式）,化学,1708,4043.57,180.7,4281.9,0,0,6244.22,14992.59,0,0,3707761,0,2026/03,https://irbank.net/4623/results,取得成功,,2026-06-27T01:00:23.510Z
4624,イサム塗料,スタンダード（内国株式）,化学,3395,9475.37,396.34,4161.36,0,0,0,18479.27,0,0,1950243,0,2026/03,https://irbank.net/4624/results,取得成功,,2026-06-27T01:00:25.506Z
4625,アトミクス,スタンダード（内国株式）,化学,722,2109.07,56.34,3336.83,0,0,200,11231.12,0,0,5325153,0,2026/03,https://irbank.net/4625/results,取得成功,,2026-06-27T01:00:25.670Z
4626,太陽ホールディングス,プライム（内国株式）,化学,4967,1040.15,216.58,42542,0,0,56851,115757,0,0,111288756,0,2026/03,https://irbank.net/4626/results,取得成功,,2026-06-27T01:00:23.614Z
4627,ナトコ,スタンダード（内国株式）,化学,1777,3340.64,132.31,7809.86,0,0,0,24584.94,0,0,7359350,0,2026/04,https://irbank.net/4627/results,取得成功,,2026-06-27T01:00:23.687Z
4628,エスケー化研,スタンダード（内国株式）,化学,9400,12954.61,704.22,45748,0,0,3000,174759,0,0,13490101,0,2026/03,https://irbank.net/4628/results,取得成功,,2026-06-27T01:00:23.715Z
4629,大伸化学,スタンダード（内国株式）,化学,1852,3803.16,177.04,8587.59,0,0,0,17400.13,0,0,4575177,0,2026/03,https://irbank.net/4629/results,取得成功,,2026-06-27T01:00:23.728Z
462A,ＦＵＮＤＩＮＮＯ,グロース（内国株式）,証券、商品先物取引業,222,196.98,-41.46,4497.44,0,0,1.23,4842.12,0,0,24581785,0,2026/04,https://irbank.net/462A/results,取得成功,,2026-06-27T01:00:23.746Z
4631,ＤＩＣ,プライム（内国株式）,化学,5040,5099.6,348.52,67310,0,0,440156,490844,0,0,96251471,0,2026/03,https://irbank.net/4631/results,取得成功,,2026-06-27T01:00:23.798Z
4633,サカタインクス,プライム（内国株式）,化学,2437,2476.01,242.14,18782,0,0,29896,126519,0,0,51097936,0,2026/03,https://irbank.net/4633/results,取得成功,,2026-06-27T01:00:23.800Z
4634,ａｒｔｉｅｎｃｅ,プライム（内国株式）,化学,4285,5659.34,447.94,45792,0,0,63436,277220,0,0,48984511,0,2026/03,https://irbank.net/4634/results,取得成功,,2026-06-27T01:00:23.836Z
4635,東京インキ,スタンダード（内国株式）,化学,1330,2552.35,156.06,4229,0,0,6051,32106,0,0,12578996,0,2026/03,https://irbank.net/4635/results,取得成功,,2026-06-27T01:00:23.815Z
463A,インテリックスホールディングス,スタンダード（内国株式）,不動産業,859,,,,0,0,,,0,0,,0,,https://irbank.net/463A/results,取得失敗,BPS、純資産、株数推定が不足,2026-06-27T01:43:44.324Z
4641,アルプス技研,プライム（内国株式）,サービス業,2320,1158.06,224.71,13225.57,0,0,210.73,20436.68,0,0,17647341,0,2026/03,https://irbank.net/4641/results,取得成功,,2026-06-27T01:00:23.889Z
4642,オリジナル設計,スタンダード（内国株式）,サービス業,1470,1355.28,99.83,3548.47,0,0,1787.73,7898.26,0,0,5827770,0,2026/03,https://irbank.net/4642/results,取得成功,,2026-06-27T01:00:23.905Z
4644,イマジニア,スタンダード（内国株式）,情報・通信業,1021,1240.72,51.87,2605.84,0,0,0,12097.85,0,0,9750669,0,2026/03,https://irbank.net/4644/results,取得成功,,2026-06-27T01:00:23.895Z
4645,市進ホールディングス,スタンダード（内国株式）,サービス業,430,306.53,44.15,4127.23,0,0,5953.21,2521.61,0,0,8226307,0,2026/02,https://irbank.net/4645/results,取得成功,,2026-06-27T01:00:23.924Z
464A,ＱＰＳホールディングス,グロース（内国株式）,情報・通信業,1866,,,,0,0,,,0,0,,0,,https://irbank.net/464A/results,取得失敗,BPS、純資産、株数推定が不足,2026-06-27T01:43:44.338Z
4650,ＳＤエンターテイメント,スタンダード（内国株式）,サービス業,260,201.31,16.75,1025.09,0,0,1992.07,1802,0,0,8951369,0,2026/03,https://irbank.net/4650/results,取得成功,,2026-06-27T01:00:24.002Z
4651,サニックスホールディングス,スタンダード（内国株式）,サービス業,227,230.21,20.96,4572,0,0,11578,11006,0,0,47808523,0,2026/03,https://irbank.net/4651/results,取得成功,,2026-06-27T01:00:24.013Z
4657,環境管理センター,スタンダード（内国株式）,サービス業,448,515.55,33.41,828.18,0,0,1681.14,2447.91,0,0,4748152,0,2026/03,https://irbank.net/4657/results,取得成功,,2026-06-27T01:00:24.022Z
4658,日本空調サービス,プライム（内国株式）,サービス業,1590,883.75,112.52,7296,0,0,3197,30940,0,0,35009901,0,2026/03,https://irbank.net/4658/results,取得成功,,2026-06-27T01:00:24.024Z
4659,エイジス,スタンダード（内国株式）,サービス業,4420,3131.76,243.53,15031.81,0,0,119.32,26494,0,0,8459780,0,2026/03,https://irbank.net/4659/results,取得成功,,2026-06-27T01:00:24.038Z
4661,オリエンタルランド,プライム（内国株式）,サービス業,2398.5,670.86,69.4,236132,0,0,326706,1100000,0,0,1639686373,0,2026/03,https://irbank.net/4661/results,取得成功,,2026-06-27T01:00:24.035Z
4662,フォーカスシステムズ,プライム（内国株式）,情報・通信業,1610,1050.08,167.94,6556.2,0,0,2039.33,15382,0,0,14648408,0,2026/03,https://irbank.net/4662/results,取得成功,,2026-06-27T01:00:24.131Z
4664,アール・エス・シー,スタンダード（内国株式）,サービス業,1191,785.43,22.26,1380.04,0,0,238.54,2399.25,0,0,3054696,0,2026/03,https://irbank.net/4664/results,取得成功,,2026-06-27T01:00:24.121Z
4665,ダスキン,プライム（内国株式）,サービス業,4296,3354.72,208.16,24183,0,0,3,158297,0,0,47186352,0,2026/03,https://irbank.net/4665/results,取得成功,,2026-06-27T01:00:24.133Z
4666,パーク２４,プライム（内国株式）,不動産業,2066,647.7,257.72,80150,0,0,105181,98193,0,0,151602594,0,2026/04,https://irbank.net/4666/results,取得成功,,2026-06-27T01:00:24.129Z
4667,アイサンテクノロジー,スタンダード（内国株式）,情報・通信業,1978,1233.8,103.6,5822.35,0,0,1030,6673,0,0,5408494,0,2026/03,https://irbank.net/4667/results,取得成功,,2026-06-27T01:00:24.151Z
