code,month,close,source
5026,2023-08,797.0,yahoo
5026,2023-09,690.0,yahoo
5026,2023-10,737.0,yahoo
5026,2023-11,667.0,yahoo
5026,2023-12,694.0,yahoo
5026,2024-01,711.0,yahoo
5026,2024-02,780.0,yahoo
5026,2024-03,1499.0,yahoo
5026,2024-04,1335.0,yahoo
5026,2024-05,1242.0,yahoo
5026,2024-06,1428.0,yahoo
5026,2024-07,1544.0,yahoo
5026,2024-08,1640.0,yahoo
5026,2024-09,1362.0,yahoo
5026,2024-10,1249.0,yahoo
5026,2024-11,1098.0,yahoo
5026,2024-12,1193.0,yahoo
5026,2025-01,1283.0,yahoo
5026,2025-02,1054.0,yahoo
5026,2025-03,1022.0,yahoo
5026,2025-04,980.0,yahoo
5026,2025-05,1185.0,yahoo
5026,2025-06,1142.0,yahoo
5026,2025-07,1131.0,yahoo
5026,2025-08,986.0,yahoo
5026,2025-09,771.0,yahoo
5026,2025-10,749.0,yahoo
5026,2025-11,697.0,yahoo
5026,2025-12,720.0,yahoo
5026,2026-01,747.0,yahoo
5026,2026-02,584.0,yahoo
5026,2026-03,591.0,yahoo
5026,2026-04,631.0,yahoo
5026,2026-05,532.0,yahoo
5026,2026-06,532.0,yahoo
5027,2023-07,1040.6909,yahoo
