hiddenScore,score,qualityRank,code,name,market,sector,status,judgement,signal,strategy,priceScore,winRate,averageReturn,maxDrawdown,periodReturn,trades,timingAction,assistAction,qualityNote,comment,nextCheck,caution,reason
112,112,112,8550,"THE TOCHIGI BANK,LTD.",Prime Market (Domestic),Banks,未発掘の監視候補,良さそう,待ち,高値更新,54.4,80,10.2,-7.5,138,5,監視候補,監視候補,負けにくさ良好,既存候補外で価格検証に残ったため、監視候補として確認します,財務、材料、出来高,なし,高値更新型で勢いがある
111.9,111.9,111.9,5218,OHARA INC.,Standard Market(Domestic),Glass and Ceramics Products,未発掘の監視候補,良さそう,待ち,安値反転,55.3,100,8.7,-2.5,51.3,2,様子見,様子見,負けにくさ良好,既存候補外で価格検証に残ったため、監視候補として確認します,財務、材料、出来高,なし,安値反転の検証が良い
111.8,111.8,111.8,7990,"GLOBERIDE,Inc.",Prime Market (Domestic),Other Products,未発掘の監視候補,良さそう,待ち,安値反転,56.6,100,11.1,-5.6,17.1,2,監視候補,監視候補,負けにくさ良好,既存候補外で価格検証に残ったため、監視候補として確認します,財務、材料、出来高,なし,安値反転の検証が良い
111.7,111.7,111.7,2669,"Kanemi Co.,Ltd.",Standard Market(Domestic),Retail Trade,未発掘の監視候補,良さそう,待ち,安値反転,55.2,100,8.7,-2.6,15.1,2,様子見,様子見,負けにくさ良好,既存候補外で価格検証に残ったため、監視候補として確認します,財務、材料、出来高,なし,安値反転の検証が良い
111.5,111.5,111.5,6176,Brangista Inc.,Standard Market(Domestic),Services,様子見候補,中立,待ち,安値反転,71.2,100,26.6,-1.7,53.5,1,様子見,様子見,検証回数少なめ,価格検証は良いものの回数が少ないため、まず財務と出来高を確認します,財務、材料、出来高,検証回数少なめ,安値反転の検証が良い
111.4,111.4,111.4,8386,"The Hyakujushi Bank,Ltd.",Prime Market (Domestic),Banks,未発掘の監視候補,良さそう,待ち,高値更新,54,80,10,-7.5,142.4,5,監視候補,監視候補,負けにくさ良好,既存候補外で価格検証に残ったため、監視候補として確認します,財務、材料、出来高,なし,高値更新型で勢いがある
111.2,111.2,111.2,6343,FREESIA MACROSS CORPORATION,Standard Market(Domestic),Machinery,未発掘の監視候補,良さそう,待ち,高値更新,54.7,100,8.1,-2.1,38.5,2,様子見,様子見,負けにくさ良好,既存候補外で価格検証に残ったため、監視候補として確認します,財務、材料、出来高,なし,高値更新型で勢いがある
111.2,111.2,111.2,4063,"Shin-Etsu Chemical Co.,Ltd.",Prime Market (Domestic),Chemicals,未発掘の監視候補,良さそう,待ち,上昇中押し目,54.6,100,8.5,-5.3,61.5,3,様子見,様子見,負けにくさ良好,既存候補外で価格検証に残ったため、監視候補として確認します,財務、材料、出来高,なし,価格検証で候補圏に残った
111.1,111.1,111.1,9380,"Azuma Shipping Co.,Ltd.",Standard Market(Domestic),Warehousing and Harbor Transportation Service,未発掘の監視候補,良さそう,待ち,高値更新,54.8,100,8.2,-2.3,27.9,2,様子見,様子見,負けにくさ良好,既存候補外で価格検証に残ったため、監視候補として確認します,財務、材料、出来高,なし,高値更新型で勢いがある
111,111,111,5210,"Nihon Yamamura Glass Co.,Ltd.",Standard Market(Domestic),Glass and Ceramics Products,様子見候補,中立,待ち,高値更新,71.4,100,27.4,-2.9,10,1,様子見,様子見,検証回数少なめ,価格検証は良いものの回数が少ないため、まず財務と出来高を確認します,財務、材料、出来高,検証回数少なめ,高値更新型で勢いがある
110.8,110.8,110.8,6634,JN Group Inc.,Standard Market(Domestic),Electric Appliances,様子見候補,中立,待ち,安値反転,70,100,25,0,-38.5,1,様子見,様子見,検証回数少なめ,価格検証は良いものの回数が少ないため、まず財務と出来高を確認します,財務、材料、出来高,検証回数少なめ,安値反転の検証が良い
110.8,110.8,110.8,4120,"SUGAI CHEMICAL INDUSTRY CO.,LTD.",Standard Market(Domestic),Chemicals,未発掘の監視候補,良さそう,待ち,安値反転,56.4,100,11.7,-6.7,19.8,2,監視候補,監視候補,負けにくさ良好,既存候補外で価格検証に残ったため、監視候補として確認します,財務、材料、出来高,なし,安値反転の検証が良い
110.8,110.8,110.8,8308,"Resona Holdings, Inc.",Prime Market (Domestic),Banks,未発掘の監視候補,良さそう,待ち,上昇中押し目,54.4,100,8.3,-5.3,71.4,3,様子見,様子見,負けにくさ良好,既存候補外で価格検証に残ったため、監視候補として確認します,財務、材料、出来高,なし,価格検証で候補圏に残った
110.2,110.2,110.2,4047,"KANTO DENKA KOGYO CO.,LTD.",Prime Market (Domestic),Chemicals,押し目待ちで監視,良さそう,上昇中押し目,高値更新,62.9,75,12.7,-10.6,376.3,8,高値なので待つ,高値なので待つ,飛びつき注意,価格検証は強いですが、高値圏または急騰後です。押し目が出るまで待ちます,押し目、出来高継続、材料,急騰後,既存候補外で上昇中の押し目に見える
110.1,110.1,110.1,7940,"WAVELOCK HOLDINGS CO.,LTD.",Standard Market(Domestic),Chemicals,未発掘の監視候補,良さそう,安値反転候補,高値更新,57.9,66.7,11.4,-6.1,79.3,3,様子見,様子見,財務確認前,既存候補外で価格検証に残ったため、監視候補として確認します,財務、材料、出来高,なし,高値更新型で勢いがある
110,110,110,255A,"GLTECHNO HOLDINGS,INC.",Standard Market(Domestic),Precision Instruments,未発掘の財務確認候補,中立,上昇中押し目,安値反転,66.4,100,19.7,-0.8,113.3,1,財務確認して監視,財務確認して監視,検証回数少なめ,押し目候補ですが、通常候補へ入れる前に財務確認が必要です,BPS、EPS、現金、有利子負債、直近決算,検証回数少なめ,既存候補外で上昇中の押し目に見える
110,110,110,6741,"Nippon Signal Company,Limited",Prime Market (Domestic),Electric Appliances,未発掘の監視候補,良さそう,待ち,高値更新,54.3,100,8.4,-2.9,47.3,2,様子見,様子見,負けにくさ良好,既存候補外で価格検証に残ったため、監視候補として確認します,財務、材料、出来高,なし,高値更新型で勢いがある
110,110,110,9364,"Kamigumi Co.,Ltd.",Prime Market (Domestic),Warehousing and Harbor Transportation Service,未発掘の監視候補,良さそう,待ち,高値更新,54.3,100,8.4,-2.9,14.6,2,様子見,様子見,負けにくさ良好,既存候補外で価格検証に残ったため、監視候補として確認します,財務、材料、出来高,なし,高値更新型で勢いがある
109.9,109.9,109.9,6497,HAMAI INDUSTRIES LTD,Standard Market(Domestic),Machinery,未発掘の監視候補,良さそう,待ち,安値反転,54.9,100,9.6,-4.5,25.3,2,様子見,様子見,負けにくさ良好,既存候補外で価格検証に残ったため、監視候補として確認します,財務、材料、出来高,なし,安値反転の検証が良い
109.4,109.4,109.4,5388,"KUNIMINE INDUSTRIES CO.,LTD.",Standard Market(Domestic),Glass and Ceramics Products,未発掘の監視候補,良さそう,待ち,安値反転,53.9,100,8.3,-3,17.7,2,様子見,様子見,負けにくさ良好,既存候補外で価格検証に残ったため、監視候補として確認します,財務、材料、出来高,なし,安値反転の検証が良い
109.4,109.4,109.4,4182,"Mitsubishi Gas Chemical Company,Inc.",Prime Market (Domestic),Chemicals,未発掘の監視候補,良さそう,待ち,上昇中押し目,52.2,80,8.2,-6.1,148.8,5,様子見,様子見,負けにくさ良好,既存候補外で価格検証に残ったため、監視候補として確認します,財務、材料、出来高,なし,価格検証で候補圏に残った
109.2,109.2,109.2,4369,Tri Chemical Laboratories Inc.,Prime Market (Domestic),Chemicals,未発掘の財務確認候補,中立,上昇中押し目,安値反転,65.6,100,18.8,0,36.3,1,財務確認して監視,財務確認して監視,検証回数少なめ,押し目候補ですが、通常候補へ入れる前に財務確認が必要です,BPS、EPS、現金、有利子負債、直近決算,検証回数少なめ,既存候補外で上昇中の押し目に見える
109.2,109.2,109.2,6737,EIZO Corporation,Prime Market (Domestic),Electric Appliances,未発掘の監視候補,良さそう,待ち,安値反転,54.5,100,9.5,-4.6,19.7,2,様子見,様子見,負けにくさ良好,既存候補外で価格検証に残ったため、監視候補として確認します,財務、材料、出来高,なし,安値反転の検証が良い
108.9,108.9,108.9,5232,"Sumitomo Osaka Cement Co.,Ltd.",Prime Market (Domestic),Glass and Ceramics Products,押し目待ちで監視,良さそう,高値圏,安値反転,71.2,100,20.6,-5.9,59.3,2,高値なので待つ,高値なので待つ,飛びつき注意,価格検証は強いですが、高値圏または急騰後です。押し目が出るまで待ちます,押し目、出来高継続、材料,高値圏,安値反転の検証が良い
108.8,108.8,108.8,7539,"AINAVO HOLDINGS Co.,Ltd.",Standard Market(Domestic),Wholesale Trade,未発掘の監視候補,良さそう,待ち,安値反転,53.9,100,8.7,-3.8,13.4,2,様子見,様子見,負けにくさ良好,既存候補外で価格検証に残ったため、監視候補として確認します,財務、材料、出来高,なし,安値反転の検証が良い
108.8,108.8,108.8,6703,"Oki Electric Industry Company,Limited",Prime Market (Domestic),Electric Appliances,未発掘の監視候補,良さそう,待ち,上昇中押し目,52.6,80,9.6,-8,117.6,5,様子見,様子見,財務確認前,既存候補外で価格検証に残ったため、監視候補として確認します,財務、材料、出来高,なし,価格検証で候補圏に残った
108.5,108.5,108.5,4886,"ASKA Pharmaceutical Holdings Co.,Ltd.",Prime Market (Domestic),Pharmaceutical,様子見候補,中立,待ち,安値反転,68.6,100,24.3,0,-0.7,1,様子見,様子見,検証回数少なめ,価格検証は良いものの回数が少ないため、まず財務と出来高を確認します,財務、材料、出来高,検証回数少なめ,安値反転の検証が良い
108.5,108.5,108.5,5816,"Onamba Co.,Ltd.",Standard Market(Domestic),Nonferrous Metals,未発掘の監視候補,良さそう,待ち,上昇中押し目,53.2,66.7,14.1,-6.1,84,3,様子見,様子見,財務確認前,既存候補外で価格検証に残ったため、監視候補として確認します,財務、材料、出来高,なし,価格検証で候補圏に残った
108.4,108.4,108.4,6223,"Seibu Giken Co.,Ltd.",Standard Market(Domestic),Machinery,未発掘の財務確認候補,中立,上昇中押し目,安値反転,65.7,100,19.8,-1.5,43.9,1,財務確認して監視,財務確認して監視,検証回数少なめ,押し目候補ですが、通常候補へ入れる前に財務確認が必要です,BPS、EPS、現金、有利子負債、直近決算,検証回数少なめ,既存候補外で上昇中の押し目に見える
108.4,108.4,108.4,8354,"Fukuoka Financial Group,Inc.",Prime Market (Domestic),Banks,未発掘の監視候補,良さそう,待ち,高値更新,51.7,66.7,11.2,-2.6,75.4,3,様子見,様子見,財務確認前,既存候補外で価格検証に残ったため、監視候補として確認します,財務、材料、出来高,なし,高値更新型で勢いがある
107.9,107.9,107.9,4612,"NIPPON PAINT HOLDINGS CO.,LTD.",Prime Market (Domestic),Chemicals,未発掘の監視候補,良さそう,待ち,安値反転,54.3,100,10.2,-6,-2.2,2,監視候補,監視候補,負けにくさ良好,既存候補外で価格検証に残ったため、監視候補として確認します,財務、材料、出来高,なし,安値反転の検証が良い
107.5,107.5,107.5,4098,"Titan Kogyo ,Ltd.",Standard Market(Domestic),Chemicals,様子見候補,中立,待ち,安値反転,68.3,100,24.7,-0.9,37,1,様子見,様子見,検証回数少なめ,価格検証は良いものの回数が少ないため、まず財務と出来高を確認します,財務、材料、出来高,検証回数少なめ,安値反転の検証が良い
107.5,107.5,107.5,278A,Terra Drone Corporation,Growth Market(Domestic),Precision Instruments,未発掘の監視候補,良さそう,待ち,高値更新,52.9,71.4,11.8,-9.8,62.3,7,様子見,様子見,財務確認前,既存候補外で価格検証に残ったため、監視候補として確認します,財務、材料、出来高,なし,高値更新型で勢いがある
107.4,107.4,107.4,4379,Photosynth inc.,Growth Market(Domestic),Information & Communication,様子見候補,中立,待ち,安値反転,67.9,100,23.9,0,7.4,1,様子見,様子見,検証回数少なめ,価格検証は良いものの回数が少ないため、まず財務と出来高を確認します,財務、材料、出来高,検証回数少なめ,安値反転の検証が良い
107.2,107.2,107.2,7380,"Juroku Financial Group,Inc.",Prime Market (Domestic),Banks,未発掘の監視候補,良さそう,待ち,上昇中押し目,52.9,100,8.2,-3.8,124.4,2,様子見,様子見,負けにくさ良好,既存候補外で価格検証に残ったため、監視候補として確認します,財務、材料、出来高,なし,価格検証で候補圏に残った
106.8,106.8,106.8,6929,"NIPPON CERAMIC CO.,LTD.",Prime Market (Domestic),Electric Appliances,未発掘の財務確認候補,中立,上昇中押し目,安値反転,64.1,100,18,0,31.9,1,財務確認して監視,財務確認して監視,検証回数少なめ,押し目候補ですが、通常候補へ入れる前に財務確認が必要です,BPS、EPS、現金、有利子負債、直近決算,検証回数少なめ,既存候補外で上昇中の押し目に見える
106.6,106.6,106.6,8377,"Hokuhoku Financial Group, Inc.",Prime Market (Domestic),Banks,未発掘の監視候補,良さそう,待ち,上昇中押し目,52.6,100,8.2,-4,130.6,2,様子見,様子見,負けにくさ良好,既存候補外で価格検証に残ったため、監視候補として確認します,財務、材料、出来高,なし,価格検証で候補圏に残った
