rankSeed,code,name,market,sector,points,firstDate,lastDate,lastClose,periodReturn,bestStrategy,trades,winRate,averageReturn,maxDrawdown,latestSignal,priceScore,judgement,error
1478,4676,"FUJI MEDIA HOLDINGS,INC.",Prime Market (Domestic),Information & Communication,254,2025-06-09,2026-06-23,3900,33.8,上昇中押し目,4,50,2,-6.8,待ち,25.4,中立,
1574,4890,Tsubota Laboratory Incorporated,Growth Market(Domestic),Pharmaceutical,254,2025-06-09,2026-06-23,216,-45.9,安値反転,2,50,6.3,-8.9,待ち,25.4,中立,
2163,6382,TRINITY INDUSTRIAL CORPORATION,Standard Market(Domestic),Machinery,254,2025-06-09,2026-06-23,1215,18.1,高値更新,2,50,3.8,-4.8,待ち,25.4,中立,
2858,7731,NIKON CORPORATION,Prime Market (Domestic),Precision Instruments,254,2025-06-09,2026-06-23,2105.5,49.8,上昇中押し目,7,42.9,0.4,-11.9,上昇中押し目,25.4,見送り寄り,
3677,9882,YELLOW HAT LTD.,Prime Market (Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,1745,14.1,安値反転,1,100,8.7,-6.7,高値圏,25.4,中立,
230,2173,Hakuten Corporation,Growth Market(Domestic),Services,254,2025-06-09,2026-06-23,670,30.4,高値更新,4,50,3.7,-9.7,待ち,25.3,中立,
860,3626,TIS Inc.,Prime Market (Domestic),Information & Communication,254,2025-06-09,2026-06-23,3011,-34.5,安値反転,1,100,2.6,0,待ち,25.3,中立,
900,367A,"Primo Global Holdings Co.,Ltd.",Standard Market(Domestic),Retail Trade,243,2025-06-24,2026-06-23,2731,62.1,上昇中押し目,1,100,2.7,0,待ち,25.3,中立,
2104,6289,GIKEN LTD.,Prime Market (Domestic),Machinery,254,2025-06-09,2026-06-23,1714,18.5,高値更新,3,33.3,4.4,-3.6,待ち,25.3,見送り寄り,
2382,6798,SMK Corporation,Prime Market (Domestic),Electric Appliances,254,2025-06-09,2026-06-23,3115,43.9,高値更新,4,50,2.8,-8.2,待ち,25.3,中立,
2606,7219,"HKS CO.,LTD.",Standard Market(Domestic),Transportation Equipment,254,2025-06-09,2026-06-23,2261,13,上昇中押し目,4,50,-0.1,-3.4,待ち,25.3,見送り寄り,
2864,7743,"SEED CO.,LTD.",Standard Market(Domestic),Precision Instruments,254,2025-06-09,2026-06-23,492,9.8,上昇中押し目,4,50,-2.6,-7.6,安値反転候補,25.3,見送り寄り,
2955,7912,"Dai Nippon Printing Co.,Ltd.",Prime Market (Domestic),Other Products,254,2025-06-09,2026-06-23,2790.5,30.8,高値更新,2,50,3.9,-5.1,待ち,25.3,中立,
3339,9046,"Kobe Electric Railway Co.,Ltd.",Standard Market(Domestic),Land Transportation,254,2025-06-09,2026-06-23,2378,4.5,上昇中押し目,2,50,-1.6,-4.2,安値反転候補,25.3,見送り寄り,
3351,9068,"Maruzen Showa Unyu Co.,Ltd.",Prime Market (Domestic),Land Transportation,254,2025-06-09,2026-06-23,7390,13.7,高値更新,2,50,3.9,-5,待ち,25.3,中立,
3690,9908,"NIHON DENKEI CO.,LTD",Standard Market(Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,2503,15.7,高値更新,2,50,3.8,-4.9,待ち,25.3,中立,
744,3382,"Seven & i Holdings Co.,Ltd.",Prime Market (Domestic),Retail Trade,254,2025-06-09,2026-06-23,1868.5,-15.3,高値更新,1,100,3.8,-2,待ち,25.2,中立,
1397,4547,"KISSEI PHARMACEUTICAL CO.,LTD.",Prime Market (Domestic),Pharmaceutical,254,2025-06-09,2026-06-23,4010,-4.9,安値反転,1,100,2.7,-0.1,待ち,25.2,中立,
2174,6402,"KANEMATSU ENGINEERING CO.,LTD.",Standard Market(Domestic),Machinery,254,2025-06-09,2026-06-23,1335,14.1,上昇中押し目,2,50,3.6,-4.5,待ち,25.2,中立,
2183,6419,Mars Group Holdings Corporation,Prime Market (Domestic),Machinery,254,2025-06-09,2026-06-23,2975,3.1,上昇中押し目,2,50,0,-7.1,安値反転候補,25.1,中立,
108,1835,"TOTETSU KOGYO CO.,LTD.",Prime Market (Domestic),Construction,254,2025-06-09,2026-06-23,4145,14.5,高値更新,2,50,5,-7,待ち,25,中立,
906,3687,Fixstars Corporation,Prime Market (Domestic),Information & Communication,254,2025-06-09,2026-06-23,2701,27.7,高値更新,3,66.7,3.9,-19.3,上昇中押し目,25,見送り寄り,
1037,3944,"Furubayashi Shiko Co.,Ltd.",Standard Market(Domestic),Pulp and Paper,254,2025-06-09,2026-06-23,2499,24.3,高値更新,2,50,4.4,-6.1,待ち,25,中立,
1265,4360,"MANAC Chemical Partners Co.,Ltd",Standard Market(Domestic),Chemicals,254,2025-06-09,2026-06-23,795,52.9,高値更新,5,40,2.8,-8,待ち,25,見送り寄り,
1816,5609,NIPPON CHUZO K.K.,Standard Market(Domestic),Iron and Steel,254,2025-06-09,2026-06-23,893,8.1,安値反転,2,50,2.2,-2.4,待ち,25,中立,
1842,5724,"Asaka Riken Co.,Ltd.",Standard Market(Domestic),Nonferrous Metals,254,2025-06-09,2026-06-23,2505,105,高値更新,5,40,6.2,-13.7,待ち,25,見送り寄り,
3247,8725,"MS&AD Insurance Group Holdings,Inc.",Prime Market (Domestic),Insurance,254,2025-06-09,2026-06-23,4616,32.5,高値更新,3,66.7,2.6,-7.1,高値圏,25,中立,
3586,9656,GREENLAND RESORT COMPANY LIMITED,Standard Market(Domestic),Services,254,2025-06-09,2026-06-23,610,-4.4,安値反転,3,33.3,-0.9,-3.2,安値反転候補,25,見送り寄り,
1951,6023,"DAIHATSU INFINEARTH MFG.CO.,LTD.",Standard Market(Domestic),Transportation Equipment,254,2025-06-09,2026-06-23,2543,32.7,安値反転,2,50,6.8,-10.1,待ち,24.9,中立,
2105,6291,"AIRTECH JAPAN,LTD.",Standard Market(Domestic),Machinery,254,2025-06-09,2026-06-23,1268,21.6,安値反転,4,50,-2.3,-6.6,上昇中押し目,24.9,見送り寄り,
1526,4769,"IC CO.,LTD.",Standard Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,1103,5.7,安値反転,3,66.7,-0.4,-5.6,待ち,24.8,見送り寄り,
1913,5951,"Dainichi Co.,Ltd.",Standard Market(Domestic),Metal Products,254,2025-06-09,2026-06-23,1050,61.5,高値更新,3,66.7,0.2,-6.7,待ち,24.8,中立,
3022,8015,TOYOTA TSUSHO CORPORATION,Prime Market (Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,6130,104.1,高値更新,6,50,1.9,-10.4,待ち,24.8,中立,
3042,8051,YAMAZEN CORPORATION,Prime Market (Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,1783,35.2,上昇中押し目,4,50,3.6,-6.5,高値圏,24.8,中立,
3483,9368,"KIMURA UNITY CO.,LTD.",Standard Market(Domestic),Warehousing and Harbor Transportation Service,254,2025-06-09,2026-06-23,857,8.3,上昇中押し目,2,50,2,-2.2,待ち,24.8,中立,
1758,5411,"JFE Holdings,Inc.",Prime Market (Domestic),Iron and Steel,254,2025-06-09,2026-06-23,1561.5,-6.9,高値更新,2,50,3.6,-5,待ち,24.7,中立,
2207,6469,"HODEN SEIMITSU KAKO KENKYUSHO CO.,LTD.",Standard Market(Domestic),Machinery,254,2025-06-09,2026-06-23,2565,56.2,高値更新,6,50,2.5,-11.5,待ち,24.7,中立,
2635,7270,SUBARU CORPORATION,Prime Market (Domestic),Transportation Equipment,254,2025-06-09,2026-06-23,2391.5,-5.7,高値更新,1,100,2.4,0,待ち,24.7,中立,
211,2136,HIP CORPORATION,Standard Market(Domestic),Services,254,2025-06-09,2026-06-23,1380,15.7,高値更新,1,100,2.3,0,待ち,24.6,中立,
1763,5444,"YAMATO KOGYO CO.,LTD.",Prime Market (Domestic),Iron and Steel,254,2025-06-09,2026-06-23,12195,35.5,高値更新,2,50,4.4,-6.4,待ち,24.6,中立,
2830,7682,"HAMAYUU CO.,LTD.",Standard Market(Domestic),Retail Trade,254,2025-06-09,2026-06-23,4010,-6.7,安値反転,2,50,1.4,-1.5,待ち,24.6,中立,
3054,8074,"YUASA CO.,LTD.",Prime Market (Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,5180,14.2,高値更新,3,66.7,1.6,-9.2,待ち,24.6,中立,
3257,8771,"eGuarantee,Inc.",Prime Market (Domestic),Other Financing Business,254,2025-06-09,2026-06-23,1656,10,高値更新,1,100,4.8,-4.1,待ち,24.6,中立,
3346,9060,JAPAN LOGISTIC SYSTEMS CORP.,Standard Market(Domestic),Land Transportation,254,2025-06-09,2026-06-23,4260,8.4,上昇中押し目,2,50,-1.1,-5.7,安値反転候補,24.6,見送り寄り,
483,2818,"PIETRO Co.,Ltd.",Standard Market(Domestic),Foods,254,2025-06-09,2026-06-23,1723,-0.9,安値反転,2,50,0.9,-0.7,待ち,24.5,中立,
2225,6495,"MIYAIRI VALVE MFG.CO.,LTD.",Standard Market(Domestic),Machinery,254,2025-06-09,2026-06-23,137,28,上昇中押し目,2,50,4.2,-6.1,待ち,24.5,中立,
3240,8705,"Nissan Securities Group Co.,Ltd.",Standard Market(Domestic),Securities and Commodities Futures,254,2025-06-09,2026-06-23,229,40.5,高値更新,4,50,2.6,-8.4,待ち,24.5,中立,
3460,9337,toridori Inc.,Growth Market(Domestic),Services,254,2025-06-09,2026-06-23,1545,-25.5,安値反転,2,50,5,-7.4,待ち,24.5,中立,
3478,9363,"DAIUN CO.,LTD.",Standard Market(Domestic),Warehousing and Harbor Transportation Service,254,2025-06-09,2026-06-23,520,30.7,上昇中押し目,5,40,-2.2,-6.8,上昇中押し目,24.5,見送り寄り,
720,3321,"MITACHI CO.,LTD.",Standard Market(Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,1785,45.2,高値更新,3,33.3,3.4,-2.6,待ち,24.4,見送り寄り,
1883,5900,"DAIKEN CO.,LTD.",Standard Market(Domestic),Metal Products,254,2025-06-09,2026-06-23,840,5,安値反転,2,50,-1,-5.9,安値反転候補,24.4,見送り寄り,
2253,6543,NISSEN INC.,Standard Market(Domestic),Services,254,2025-06-09,2026-06-23,1168,69.3,上昇中押し目,3,33.3,0.7,-6.3,安値反転候補,24.4,見送り寄り,
2777,7555,"Ota Floriculture Auction Co.,Ltd.",Standard Market(Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,754,2.4,高値更新,1,100,4.9,-4.5,待ち,24.4,中立,
2986,7963,KOKEN LTD.,Standard Market(Domestic),Other Products,254,2025-06-09,2026-06-23,1707,0.9,高値更新,1,100,4.6,-3.9,待ち,24.4,中立,
3181,8370,"The Kiyo Bank,Ltd.",Prime Market (Domestic),Banks,254,2025-06-09,2026-06-23,4420,73.1,上昇中押し目,2,50,2.1,-2.7,待ち,24.4,中立,
3327,9028,"ZERO CO.,LTD.",Standard Market(Domestic),Land Transportation,254,2025-06-09,2026-06-23,3615,9.2,高値更新,2,50,3.7,-5.3,待ち,24.4,中立,
537,2975,"Star Mica Holdings Co.,Ltd.",Prime Market (Domestic),Real Estate,254,2025-06-09,2026-06-23,1552,51.4,上昇中押し目,2,50,4.3,-6.5,待ち,24.3,中立,
1192,4216,ASAHI YUKIZAI CORPORATION,Prime Market (Domestic),Chemicals,254,2025-06-09,2026-06-23,7560,99.7,上昇中押し目,3,66.7,3.8,-13,待ち,24.3,中立,
1408,4565,"Nxera Pharma Co.,Ltd.",Prime Market (Domestic),Pharmaceutical,254,2025-06-09,2026-06-23,971,2.5,上昇中押し目,2,50,4,-5.9,待ち,24.3,中立,
1448,4626,"TAIYO HOLDINGS CO.,LTD.",Prime Market (Domestic),Chemicals,254,2025-06-09,2026-06-23,5199,73.3,高値更新,4,50,3.3,-9.8,待ち,24.3,中立,
2752,7509,I.A GROUP CORPORATION,Standard Market(Domestic),Retail Trade,254,2025-06-09,2026-06-23,4600,31.4,上昇中押し目,4,50,1.5,-6.7,待ち,24.3,中立,
3696,9930,"KITAZAWA SANGYO CO.,LTD.",Standard Market(Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,360,-9.1,安値反転,3,33.3,-1,-3.7,安値反転候補,24.3,見送り寄り,
588,3067,"TOKYO ICHIBAN FOODS CO.,LTD.",Standard Market(Domestic),Retail Trade,254,2025-06-09,2026-06-23,452,-1.5,安値反転,3,33.3,0.6,-6.4,安値反転候補,24.2,見送り寄り,
752,3395,"Saint Marc Holdings Co.,Ltd.",Prime Market (Domestic),Retail Trade,254,2025-06-09,2026-06-23,2442,2.4,高値更新,1,100,2.1,0,待ち,24.2,中立,
1043,3951,"ASAHI PRINTING CO.,LTD.",Standard Market(Domestic),Pulp and Paper,254,2025-06-09,2026-06-23,858,-0.9,安値反転,2,50,-0.7,-6.6,安値反転候補,24.2,見送り寄り,
1639,5027,AnyMind Group Inc.,Growth Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,442,-19.3,安値反転,2,50,5.4,-8.4,待ち,24.2,中立,
205,2122,"Interspace Co.,Ltd.",Standard Market(Domestic),Services,254,2025-06-09,2026-06-23,1279,37.7,上昇中押し目,2,50,3.4,-5.1,待ち,24.1,中立,
1228,4272,"NIPPON KAYAKU CO.,LTD.",Prime Market (Domestic),Chemicals,254,2025-06-09,2026-06-23,2064.5,57.8,高値更新,4,50,2.2,-8.1,待ち,24.1,中立,
1515,4754,TOSNET CORPORATION,Standard Market(Domestic),Services,254,2025-06-09,2026-06-23,1480,6.4,上昇中押し目,2,50,2.5,-3.6,待ち,24.1,中立,
2027,6159,"MICRON MACHINERY CO.,LTD.",Standard Market(Domestic),Machinery,254,2025-06-09,2026-06-23,1955,24.2,上昇中押し目,3,33.3,6.1,-7.2,待ち,24.1,見送り寄り,
2043,6186,"ICHIKURA CO.,LTD.",Standard Market(Domestic),Services,254,2025-06-09,2026-06-23,374,-3.4,安値反転,3,33.3,-0.8,-4.2,安値反転候補,24.1,見送り寄り,
2869,7749,"MEDIKIT CO.,LTD.",Standard Market(Domestic),Precision Instruments,254,2025-06-09,2026-06-23,2788,11.5,高値更新,1,100,4,-3.4,待ち,24,中立,
3417,9249,"Japan Ecosystem Co.,Ltd.",Standard Market(Domestic),Services,254,2025-06-09,2026-06-23,1576,2.5,上昇中押し目,2,50,0.9,-1.1,待ち,24,中立,
176,1976,"MEISEI INDUSTRIAL Co.,Ltd.",Prime Market (Domestic),Construction,254,2025-06-09,2026-06-23,1803,24.9,安値反転,1,100,2.6,-1,待ち,23.9,中立,
307,2359,CORE CORPORATION,Prime Market (Domestic),Information & Communication,254,2025-06-09,2026-06-23,2010,7.9,上昇中押し目,2,50,3.4,-5.3,待ち,23.9,中立,
725,3333,"ASAHI CO.,LTD.",Prime Market (Domestic),Retail Trade,254,2025-06-09,2026-06-23,1275,-4.1,安値反転,3,33.3,-0.7,-4.5,安値反転候補,23.9,見送り寄り,
3155,8306,"Mitsubishi UFJ Financial Group,Inc.",Prime Market (Domestic),Banks,254,2025-06-09,2026-06-23,3267,64.8,高値更新,4,50,1.2,-6.7,待ち,23.9,中立,
3357,9076,"SEINO HOLDINGS CO.,LTD.",Prime Market (Domestic),Land Transportation,254,2025-06-09,2026-06-23,2609.5,19.4,高値更新,2,50,2.5,-3.9,待ち,23.9,中立,
1919,5959,"OKABE CO.,LTD.",Prime Market (Domestic),Metal Products,254,2025-06-09,2026-06-23,891,4.8,高値更新,1,100,3.7,-3,待ち,23.8,中立,
2190,6433,"HEPHAIST CO.,LTD.",Standard Market(Domestic),Machinery,254,2025-06-09,2026-06-23,1235,225.9,上昇中押し目,8,50,3.7,-14.3,待ち,23.8,中立,
2805,7613,SIIX CORPORATION,Prime Market (Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,1346,17.6,安値反転,2,50,4.6,-7.4,待ち,23.8,中立,
2834,7687,"MICREED Co.,Ltd.",Growth Market(Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,412,-10.2,安値反転,3,33.3,1.4,-8.1,安値反転候補,23.8,見送り寄り,
3320,9017,"Niigata Kotsu Co.,Ltd.",Standard Market(Domestic),Land Transportation,254,2025-06-09,2026-06-23,1975,-4.1,上昇中押し目,2,50,-2,-4.8,安値反転候補,23.8,見送り寄り,
794,3467,Agratio urban design Inc.,Standard Market(Domestic),Real Estate,254,2025-06-09,2026-06-23,2451,29.5,高値更新,2,50,3.4,-5.5,待ち,23.7,中立,
2932,7867,"TOMY COMPANY,LTD.",Prime Market (Domestic),Other Products,254,2025-06-09,2026-06-23,2968,-2.7,安値反転,2,50,4.9,-7.9,待ち,23.7,中立,
3366,9110,"NS United Kaiun Kaisha,Ltd.",Prime Market (Domestic),Marine Transportation,254,2025-06-09,2026-06-23,6800,79.2,上昇中押し目,4,50,0.5,-5.7,待ち,23.7,中立,
3501,9421,NJ Holdings Inc.,Standard Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,589,1.7,安値反転,2,50,0.4,-8.9,安値反転候補,23.7,中立,
367,2497,"UNITED,Inc.",Growth Market(Domestic),Services,254,2025-06-09,2026-06-23,488,-15.3,安値反転,2,50,2.6,-4.3,待ち,23.6,中立,
642,3161,AZEARTH Corporation,Standard Market(Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,661,3.1,安値反転,3,33.3,0,-5.8,安値反転候補,23.6,見送り寄り,
1431,4595,"MIZUHO MEDY CO.,LTD.",Standard Market(Domestic),Pharmaceutical,254,2025-06-09,2026-06-23,1675,9.8,上昇中押し目,2,50,3,-5,待ち,23.6,中立,
2052,6198,"CAREER CO.,LTD.",Growth Market(Domestic),Services,254,2025-06-09,2026-06-23,243,-23.8,安値反転,2,50,1.3,-2.1,待ち,23.6,中立,
2664,7327,"Daishi Hokuetsu Financial Group,Inc.",Prime Market (Domestic),Banks,254,2025-06-09,2026-06-23,2121,90.8,高値更新,4,50,3.8,-7.9,高値圏,23.6,中立,
2954,7911,TOPPAN Holdings Inc.,Prime Market (Domestic),Other Products,254,2025-06-09,2026-06-23,5025,38.7,高値更新,4,50,2.6,-9.2,待ち,23.6,中立,
687,323A,Flier Inc.,Growth Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,382,-59.4,高値更新,2,50,5.2,-8.7,待ち,23.5,中立,
1781,5491,"NIPPON KINZOKU CO.,LTD.",Standard Market(Domestic),Iron and Steel,254,2025-06-09,2026-06-23,863,21.5,高値更新,2,50,3.6,-6,待ち,23.5,中立,
2187,6428,OIZUMI Corporation,Standard Market(Domestic),Machinery,254,2025-06-09,2026-06-23,307,-5.8,上昇中押し目,3,66.7,-0.8,-6.1,待ち,23.5,見送り寄り,
476,280A,TMH Inc.,Growth Market(Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,2115,43,高値更新,5,40,1.8,-14.3,上昇中押し目,23.4,見送り寄り,
941,3772,"Wealth Management,Inc.",Standard Market(Domestic),Real Estate,254,2025-06-09,2026-06-23,1063,2.7,安値反転,3,33.3,-0.4,-5.3,安値反転候補,23.4,見送り寄り,
1418,4577,"Daito Pharmaceutical Co.,Ltd.",Prime Market (Domestic),Pharmaceutical,254,2025-06-09,2026-06-23,1233,19.5,安値反転,1,100,2.5,-1.3,待ち,23.4,中立,
1771,5461,"Chubu Steel Plate Co.,Ltd.",Prime Market (Domestic),Iron and Steel,254,2025-06-09,2026-06-23,1960,-4.2,安値反転,2,50,4.5,-7.5,待ち,23.4,中立,
1796,5572,Ridge-i Inc.,Growth Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,2735,-17.6,安値反転,3,33.3,2.3,-8.2,上昇中押し目,23.4,見送り寄り,
2030,6166,"NAKAMURA CHOUKOU CO.,LTD.",Growth Market(Domestic),Machinery,254,2025-06-09,2026-06-23,570,91.9,上昇中押し目,2,50,4.5,-7.6,待ち,23.4,中立,
94,1807,"WATANABE SATO CO.,LTD.",Standard Market(Domestic),Construction,254,2025-06-09,2026-06-23,1803,9,上昇中押し目,2,50,3.1,-5.4,待ち,23.3,中立,
1416,4575,"CanBas Co.,Ltd.",Growth Market(Domestic),Pharmaceutical,254,2025-06-09,2026-06-23,555,-41.6,安値反転,2,50,4.7,-8,待ち,23.3,中立,
1777,5480,"Nippon Yakin kogyo Co.,Ltd.",Prime Market (Domestic),Iron and Steel,254,2025-06-09,2026-06-23,4715,22.8,安値反転,1,100,3.9,-3.6,待ち,23.3,中立,
3457,9331,Caster Co.Ltd.,Growth Market(Domestic),Services,254,2025-06-09,2026-06-23,869,-6,高値更新,2,50,2.2,-10.6,上昇中押し目,23.3,中立,
57,1662,"Japan Petroleum Exploration Co.,Ltd.",Prime Market (Domestic),Mining,254,2025-06-09,2026-06-23,1614,63,上昇中押し目,2,50,4,-7,待ち,23.2,中立,
409,2670,"ABC-MART,INC.",Prime Market (Domestic),Retail Trade,254,2025-06-09,2026-06-23,2767,-4.9,安値反転,3,66.7,0.3,-8.2,待ち,23.2,中立,
441,2749,"JP-HOLDINGS,INC.",Prime Market (Domestic),Services,254,2025-06-09,2026-06-23,568,3.8,高値更新,2,50,2.4,-4.2,待ち,23.2,中立,
447,2760,TOKYO ELECTRON DEVICE LIMITED,Prime Market (Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,4145,51.4,上昇中押し目,2,50,4.2,-7.3,待ち,23.2,中立,
706,3289,Tokyu Fudosan Holdings Corporation,Prime Market (Domestic),Real Estate,254,2025-06-09,2026-06-23,1268,22,高値更新,2,50,3,-5.2,待ち,23.2,中立,
801,3482,Loadstar Capital K.K.,Prime Market (Domestic),Real Estate,254,2025-06-09,2026-06-23,2852,3.9,安値反転,3,33.3,2.2,-9.8,安値反転候補,23.2,見送り寄り,
1460,4644,"Imagineer Co.,Ltd.",Standard Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,1020,3,安値反転,2,50,1.1,-2.1,待ち,23.2,中立,
2911,7831,Wellco Holdings Corporation,Standard Market(Domestic),Other Products,254,2025-06-09,2026-06-23,66,-46.3,安値反転,1,100,2.3,-1.1,待ち,23.2,中立,
3150,8285,"MITANI SANGYO CO.,LTD.",Standard Market(Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,687,103.9,高値更新,5,60,2,-14,待ち,23.2,中立,
3487,9381,AIT CORPORATION,Prime Market (Domestic),Warehousing and Harbor Transportation Service,254,2025-06-09,2026-06-23,2200,24.7,上昇中押し目,3,33.3,0.2,-6.6,安値反転候補,23.2,見送り寄り,
655,3180,BEAUTY GARAGE Inc.,Prime Market (Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,1406,-10.6,上昇中押し目,1,100,4.9,-5.7,待ち,23.1,中立,
3569,9616,"KYORITSU MAINTENANCE CO.,LTD.",Prime Market (Domestic),Services,254,2025-06-09,2026-06-23,2900.5,-16.9,安値反転,2,50,4,-7.1,待ち,23.1,中立,
30,1434,"JESCO Holdings,Inc.",Standard Market(Domestic),Construction,254,2025-06-09,2026-06-23,1902,116.9,高値更新,4,50,3.9,-11.9,待ち,23,中立,
970,3836,AVANT GROUP CORPORATION,Prime Market (Domestic),Information & Communication,254,2025-06-09,2026-06-23,1069,-30.1,高値更新,2,50,3.9,-6.9,待ち,23,中立,
1971,6054,Livesense Inc.,Standard Market(Domestic),Services,254,2025-06-09,2026-06-23,106,-31.2,安値反転,3,33.3,7,-9.8,待ち,23,見送り寄り,
1987,6082,"RIDE ON EXPRESS HOLDINGS Co.,Ltd.",Standard Market(Domestic),Services,254,2025-06-09,2026-06-23,972,-3.1,安値反転,2,50,-1.6,-6.1,安値反転候補,23,見送り寄り,
2803,7610,"TAY TWO CO.,LTD.",Standard Market(Domestic),Retail Trade,254,2025-06-09,2026-06-23,144,0.7,安値反転,3,66.7,0.3,-8.2,待ち,23,中立,
3319,9012,"Chichibu Railway Co.,Ltd.",Standard Market(Domestic),Land Transportation,254,2025-06-09,2026-06-23,2107,4.1,安値反転,2,50,0.7,-1.6,待ち,23,中立,
621,3121,"MBK Co.,Ltd.",Standard Market(Domestic),Services,254,2025-06-09,2026-06-23,215,-37.7,安値反転,3,33.3,3.6,-4.1,待ち,22.9,見送り寄り,
2320,6658,"Shirai Electronics Industrial Co.,Ltd.",Standard Market(Domestic),Electric Appliances,254,2025-06-09,2026-06-23,443,-20.8,高値更新,2,50,3.5,-6.3,待ち,22.9,中立,
2329,6675,"SAXA,Inc.",Standard Market(Domestic),Electric Appliances,254,2025-06-09,2026-06-23,1855,38.1,高値更新,5,40,1.2,-7.1,待ち,22.9,見送り寄り,
3721,9987,"SUZUKEN CO.,LTD.",Prime Market (Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,4977,-7.6,高値更新,1,100,2.3,-1.4,待ち,22.9,中立,
509,290A,Synspective Inc.,Growth Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,1275,-9.3,上昇中押し目,9,55.6,3,-15.6,待ち,22.8,中立,
757,3401,TEIJIN LIMITED,Prime Market (Domestic),Textiles and Apparels,254,2025-06-09,2026-06-23,1591,42.6,上昇中押し目,4,50,0.5,-6.4,待ち,22.8,中立,
2399,6835,ALLIED TELESIS HOLDINGS K.K.,Standard Market(Domestic),Electric Appliances,254,2025-06-09,2026-06-23,247,52.5,高値更新,4,75,5.5,-22.1,待ち,22.8,見送り寄り,
2031,6167,"Fuji Die Co.,Ltd.",Prime Market (Domestic),Machinery,254,2025-06-09,2026-06-23,988,40.5,高値更新,4,50,3.2,-10.9,待ち,22.7,中立,
2053,6199,"SERAKU Co.,Ltd.",Standard Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,1107,-32,安値反転,2,50,4,-7.4,待ち,22.7,中立,
2806,7614,"OM2Network Co.,Ltd.",Standard Market(Domestic),Retail Trade,254,2025-06-09,2026-06-23,1536,-0.5,安値反転,2,50,0.5,-1.5,待ち,22.7,中立,
3668,9856,"KU HOLDINGS CO.,LTD.",Standard Market(Domestic),Retail Trade,254,2025-06-09,2026-06-23,1136,0.3,上昇中押し目,2,50,1.4,-3,待ち,22.7,中立,
583,3058,Sanyodo Holdings Inc.,Standard Market(Domestic),Retail Trade,254,2025-06-09,2026-06-23,687,2.2,安値反転,2,50,0.5,-1.6,待ち,22.6,中立,
1078,4012,"AXIS CO.,LTD.",Standard Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,1610,3.4,上昇中押し目,2,50,1,-2.5,待ち,22.6,中立,
2437,6905,"COSEL CO.,LTD.",Prime Market (Domestic),Electric Appliances,254,2025-06-09,2026-06-23,1482,36.5,安値反転,2,50,4.8,-8.8,待ち,22.6,中立,
3345,9059,"Kanda Holdings Co.,Ltd.",Standard Market(Domestic),Land Transportation,254,2025-06-09,2026-06-23,871,13.6,安値反転,1,100,1.3,0,待ち,22.6,中立,
3573,9625,"CERESPO CO.,LTD.",Standard Market(Domestic),Services,254,2025-06-09,2026-06-23,1074,1.9,安値反転,2,50,1.2,-2.8,待ち,22.6,中立,
514,2916,"Semba Tohka Industries Co.,Ltd",Standard Market(Domestic),Foods,254,2025-06-09,2026-06-23,712,-4.4,安値反転,2,50,0.8,-2.1,待ち,22.5,中立,
878,3656,KLab Inc.,Prime Market (Domestic),Information & Communication,254,2025-06-09,2026-06-23,221,108.5,高値更新,3,66.7,1,-9.9,待ち,22.5,中立,
2552,7111,"INEST,Inc.",Standard Market(Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,430,-31.7,安値反転,3,33.3,5.8,-8.1,待ち,22.5,見送り寄り,
96,1810,"MATSUI CONSTRUCTION CO.,LTD.",Standard Market(Domestic),Construction,254,2025-06-09,2026-06-23,1337,22,上昇中押し目,4,50,0.3,-6.4,待ち,22.4,中立,
238,218A,"Liberaware Co.,Ltd.",Growth Market(Domestic),Precision Instruments,254,2025-06-09,2026-06-23,996,-38,上昇中押し目,2,50,3.9,-7.4,待ち,22.4,中立,
768,3420,KFC Ltd,Standard Market(Domestic),Metal Products,254,2025-06-09,2026-06-23,1495,7.1,安値反転,2,50,1.2,-2.9,待ち,22.4,中立,
