rankSeed,code,name,market,sector,points,firstDate,lastDate,lastClose,periodReturn,bestStrategy,trades,winRate,averageReturn,maxDrawdown,latestSignal,priceScore,judgement,error
2288,6597,HPC SYSTEMS Inc.,Growth Market(Domestic),Electric Appliances,254,2025-06-09,2026-06-23,5160,198.8,上昇中押し目,1,100,23.8,0,上昇中押し目,75.7,中立,
1125,4078,"Sakai Chemical Industry Co.,Ltd.",Prime Market (Domestic),Chemicals,254,2025-06-09,2026-06-23,4540,73.3,上昇中押し目,3,100,14.5,-4.6,上昇中押し目,75.6,良さそう,
1850,5802,"Sumitomo Electric Industries,Ltd.",Prime Market (Domestic),Nonferrous Metals,254,2025-06-09,2026-06-23,12595,317.5,上昇中押し目,4,100,11.7,-2.4,上昇中押し目,75.5,良さそう,
279,2303,Dawn Corporation,Standard Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,1237,7.1,安値反転,2,100,17.9,-1.1,待ち,75.4,良さそう,
67,1720,"TOKYU CONSTRUCTION CO., LTD.",Prime Market (Domestic),Construction,254,2025-06-09,2026-06-23,1163,23.6,高値更新,2,100,12.2,-0.1,安値反転候補,75.3,良さそう,
1696,5232,"Sumitomo Osaka Cement Co.,Ltd.",Prime Market (Domestic),Glass and Ceramics Products,254,2025-06-09,2026-06-23,5995,58.9,安値反転,2,100,20.6,-5.9,待ち,75.2,良さそう,
3411,9242,"Media Research Institute,Inc.",Growth Market(Domestic),Services,254,2025-06-09,2026-06-23,1865,33.9,高値更新,1,100,23.1,-0.9,安値反転候補,75.2,中立,
471,2802,"Ajinomoto Co.,Inc.",Prime Market (Domestic),Foods,254,2025-06-09,2026-06-23,5652,54.4,上昇中押し目,3,100,11.9,-0.5,上昇中押し目,75.1,良さそう,
2115,6310,"ISEKI & CO.,LTD.",Prime Market (Domestic),Machinery,254,2025-06-09,2026-06-23,1787,33.5,安値反転,2,100,17.1,0,待ち,75.1,良さそう,
3284,8891,"AMG HOLDINGS CO.,LTD.",Standard Market(Domestic),Real Estate,254,2025-06-09,2026-06-23,1827,-10.6,安値反転,2,100,13,-1.7,安値反転候補,75,良さそう,
48,1515,"Nittetsu Mining Co.,Ltd.",Prime Market (Domestic),Mining,254,2025-06-09,2026-06-23,2484,69.9,高値更新,4,100,15.8,-3.3,待ち,74.5,良さそう,
1464,4651,SANIX HOLDINGS INCORPORATED,Standard Market(Domestic),Services,254,2025-06-09,2026-06-23,221,-10.2,安値反転,2,100,17.6,-1.5,待ち,74.5,良さそう,
699,3271,The Global Ltd.,Standard Market(Domestic),Real Estate,254,2025-06-09,2026-06-23,1268,34.5,高値更新,1,100,29.2,0,高値圏,74.4,中立,
2493,7021,"NITCHITSU CO.,LTD.",Standard Market(Domestic),Machinery,254,2025-06-09,2026-06-23,1800,1.7,高値更新,1,100,22.2,0,安値反転候補,74.4,中立,
485,281A,"Informetis Co.,Ltd.",Growth Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,637,1.4,高値更新,2,100,16.6,0,待ち,74.3,良さそう,
3101,8151,TOYO Corporation,Prime Market (Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,1975,38.1,安値反転,1,100,24.9,-2.9,上昇中押し目,74.3,中立,
2161,6380,"ORIENTAL CHAIN MFG. CO.,LTD.",Standard Market(Domestic),Machinery,254,2025-06-09,2026-06-23,4740,152.3,上昇中押し目,3,100,13.8,-4.8,上昇中押し目,73.9,良さそう,
1094,4031,Katakura & Co-op Agri Corporation,Standard Market(Domestic),Chemicals,254,2025-06-09,2026-06-23,1024,3.9,安値反転,1,100,26.9,0,待ち,73.8,中立,
3636,9768,"IDEA Consultants,Inc.",Standard Market(Domestic),Services,254,2025-06-09,2026-06-23,3385,21.2,上昇中押し目,1,100,26.9,0,待ち,73.8,中立,
1131,4093,"Toho Acetylene Co.,Ltd.",Standard Market(Domestic),Chemicals,254,2025-06-09,2026-06-23,429,20.5,安値反転,2,100,13.4,-1.8,上昇中押し目,73.7,良さそう,
1218,4256,"CYND Co.,Ltd.",Growth Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,939,-6.4,高値更新,2,100,16.5,-0.3,待ち,73.7,良さそう,
2860,7734,"RIKEN KEIKI CO.,LTD.",Prime Market (Domestic),Precision Instruments,254,2025-06-09,2026-06-23,3595,24.4,安値反転,2,100,16.4,0,待ち,73.7,良さそう,
826,3546,"Alleanza Holdings Co.,Ltd.",Prime Market (Domestic),Retail Trade,254,2025-06-09,2026-06-23,1454,43.7,安値反転,1,100,28.8,0,高値圏,73.6,中立,
1263,4351,YAMADA SERVICER SYNTHETIC OFFICE,Standard Market(Domestic),Other Financing Business,254,2025-06-09,2026-06-23,946,5.2,安値反転,2,100,19.2,-4.9,待ち,73.6,良さそう,
149,1934,YURTEC CORPORATION,Prime Market (Domestic),Construction,254,2025-06-09,2026-06-23,2397,23.5,上昇中押し目,2,100,11.2,0,安値反転候補,73.5,良さそう,
1928,5974,"CHUGOKUKOGYO CO.,LTD.",Standard Market(Domestic),Metal Products,254,2025-06-09,2026-06-23,832,53.5,高値更新,3,100,14.7,0,待ち,73.5,良さそう,
2414,6858,"ONO SOKKI Co.,Ltd.",Standard Market(Domestic),Electric Appliances,254,2025-06-09,2026-06-23,939,56,安値反転,1,100,28.1,-2.3,待ち,73.5,中立,
2478,6989,"HOKURIKU ELECTRIC INDUSTRY CO.,LTD.",Standard Market(Domestic),Electric Appliances,254,2025-06-09,2026-06-23,2400,3.8,高値更新,2,100,11.2,0,安値反転候補,73.5,良さそう,
1113,4061,Denka Company Limited,Prime Market (Domestic),Chemicals,254,2025-06-09,2026-06-23,4361,118.9,上昇中押し目,3,100,14.7,0,待ち,73.4,良さそう,
1745,5363,TYK CORPORATION,Standard Market(Domestic),Glass and Ceramics Products,254,2025-06-09,2026-06-23,684,23.2,安値反転,2,100,16.4,-0.4,待ち,73.3,良さそう,
2314,6648,KAWADEN CORPORATION,Standard Market(Domestic),Electric Appliances,254,2025-06-09,2026-06-23,1819,105.3,高値更新,3,100,16.1,-2.4,待ち,73.3,良さそう,
327,2418,TSUKADA GLOBAL HOLDINGS Inc.,Standard Market(Domestic),Services,254,2025-06-09,2026-06-23,595,2.8,安値反転,2,100,12,-1.6,安値反転候補,73.2,良さそう,
1469,4662,Focus Systems Corporation,Prime Market (Domestic),Information & Communication,254,2025-06-09,2026-06-23,1595,16.5,高値更新,1,100,22.9,-2.2,安値反転候補,73,中立,
2310,6643,"Togami Electric Mfg.Co.,Ltd.",Standard Market(Domestic),Electric Appliances,254,2025-06-09,2026-06-23,5220,51.1,高値更新,3,100,15.8,-2.1,待ち,73,良さそう,
2755,7513,"Kojima Co.,Ltd.",Prime Market (Domestic),Retail Trade,254,2025-06-09,2026-06-23,1272,18.5,安値反転,2,100,17.2,-1.9,待ち,73,良さそう,
1772,5463,Maruichi Steel Tube Ltd.,Prime Market (Domestic),Iron and Steel,254,2025-06-09,2026-06-23,1685,42.6,上昇中押し目,2,100,12.7,-1.2,上昇中押し目,72.9,良さそう,
2443,6918,AVAL DATA CORPORATION,Standard Market(Domestic),Electric Appliances,254,2025-06-09,2026-06-23,3390,66.2,上昇中押し目,3,100,12.2,-2.9,上昇中押し目,72.9,良さそう,
1835,5706,"Mitsui Kinzoku Company,Limited",Prime Market (Domestic),Nonferrous Metals,254,2025-06-09,2026-06-23,46250,810.4,上昇中押し目,3,100,12.5,-3.5,上昇中押し目,72.8,良さそう,
2743,7490,"NISSIN SHOJI CO.,LTD.",Standard Market(Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,2190,116.8,安値反転,1,100,30.2,-3.1,高値圏,72.8,中立,
1005,3908,Collabos Corporation,Standard Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,316,2.3,安値反転,2,100,16.6,-1.4,待ち,72.5,良さそう,
559,3011,"BANNERS CO.,LTD.",Standard Market(Domestic),Retail Trade,254,2025-06-09,2026-06-23,150,6.4,高値更新,1,100,26.5,-0.6,待ち,72.4,中立,
1243,4310,Dream Incubator Inc.,Prime Market (Domestic),Services,254,2025-06-09,2026-06-23,2585,4.4,安値反転,2,100,15.9,-0.3,待ち,72.4,良さそう,
1332,4437,"gooddays holdings,Inc.",Growth Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,792,16.8,安値反転,1,100,26.6,-0.8,待ち,72.3,中立,
1333,4438,Welby Inc.,Growth Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,250,-29.6,安値反転,1,100,27.6,-2.4,待ち,72.3,中立,
2603,7215,"FALTEC Co.,Ltd.",Standard Market(Domestic),Transportation Equipment,254,2025-06-09,2026-06-23,418,15.2,安値反転,2,100,13.7,-3.6,上昇中押し目,72,良さそう,
1480,4679,"TAYA Co.,Ltd.",Standard Market(Domestic),Services,254,2025-06-09,2026-06-23,247,2.5,高値更新,2,100,15.4,0,待ち,71.9,良さそう,
1412,4570,"Immuno-Biological Laboratories Co.,Ltd.",Growth Market(Domestic),Pharmaceutical,254,2025-06-09,2026-06-23,942,84.3,高値更新,6,83.3,17.6,-7.1,待ち,71.8,良さそう,
2589,7189,"Nishi-Nippon Financial Holdings,Inc.",Prime Market (Domestic),Banks,254,2025-06-09,2026-06-23,4176,93,高値更新,4,100,13.2,-1.4,待ち,71.6,良さそう,
3318,9010,"FUJI KYUKO CO.,LTD.",Prime Market (Domestic),Land Transportation,254,2025-06-09,2026-06-23,2493,23.5,安値反転,2,100,16.1,-1.4,待ち,71.6,良さそう,
2882,7781,"HIRAYAMA HOLDINGS Co.,Ltd.",Standard Market(Domestic),Precision Instruments,254,2025-06-09,2026-06-23,1536,46.4,高値更新,2,100,15.7,-0.7,待ち,71.5,良さそう,
488,285A,Kioxia Holdings Corporation,Prime Market (Domestic),Electric Appliances,254,2025-06-09,2026-06-23,92290,4269.8,上昇中押し目,2,100,14,-4.7,上昇中押し目,71.3,良さそう,
2415,6859,ESPEC CORP.,Prime Market (Domestic),Electric Appliances,254,2025-06-09,2026-06-23,4495,53.3,安値反転,2,100,16,-1.3,待ち,71.3,良さそう,
2034,6176,Brangista Inc.,Standard Market(Domestic),Services,254,2025-06-09,2026-06-23,865,44.9,安値反転,1,100,26.6,-1.7,待ち,71.2,中立,
1205,4238,"Miraial Co.,Ltd.",Standard Market(Domestic),Chemicals,254,2025-06-09,2026-06-23,1943,54.5,安値反転,2,100,16.4,-2.4,待ち,71,良さそう,
1009,3912,"Mobile Factory,Inc.",Standard Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,1100,16.2,上昇中押し目,3,100,9.3,-1.5,安値反転候補,70.9,良さそう,
1652,5074,"TESS Holdings Co.,Ltd.",Prime Market (Domestic),Construction,254,2025-06-09,2026-06-23,1206,255.8,上昇中押し目,1,100,21.4,0,上昇中押し目,70.9,中立,
2239,6518,"SANSO ELECTRIC CO.,LTD.",Standard Market(Domestic),Electric Appliances,254,2025-06-09,2026-06-23,2022,148.4,上昇中押し目,3,100,11.9,-4,上昇中押し目,70.9,良さそう,
2247,6533,Orchestra Holdings Inc.,Prime Market (Domestic),Services,254,2025-06-09,2026-06-23,1252,58.7,高値更新,2,100,17,0,高値圏,70.9,良さそう,
138,1909,"Nippon Dry-Chemical CO.,LTD.",Standard Market(Domestic),Machinery,254,2025-06-09,2026-06-23,3730,203.9,上昇中押し目,1,100,25.4,0,待ち,70.8,中立,
513,2915,"KENKO Mayonnaise Co.,Ltd.",Prime Market (Domestic),Foods,254,2025-06-09,2026-06-23,1977,9.5,安値反転,2,100,10.3,-0.6,安値反転候補,70.8,良さそう,
2937,7875,"TAKEDA iP HOLDINGS CO.,LTD.",Standard Market(Domestic),Other Products,254,2025-06-09,2026-06-23,1107,134.3,上昇中押し目,5,100,13.6,-2,高値圏,70.8,良さそう,
2427,6877,Obara Group Incorporated,Standard Market(Domestic),Electric Appliances,254,2025-06-09,2026-06-23,6100,76,上昇中押し目,2,100,13.4,-4.2,上昇中押し目,70.7,良さそう,
2402,6838,"TAMAGAWA HOLDINGS CO.,LTD.",Standard Market(Domestic),Electric Appliances,254,2025-06-09,2026-06-23,1980,162.3,上昇中押し目,1,100,21.3,0,上昇中押し目,70.6,中立,
2909,7826,"FURUYA METAL CO.,LTD.",Prime Market (Domestic),Other Products,254,2025-06-09,2026-06-23,9350,253.9,上昇中押し目,3,100,11.7,-4,上昇中押し目,70.6,良さそう,
2461,6955,FDK CORPORATION,Standard Market(Domestic),Electric Appliances,254,2025-06-09,2026-06-23,516,44.9,安値反転,1,100,21.1,0,上昇中押し目,70.3,中立,
1403,4556,"KAINOS Laboratories,Inc.",Standard Market(Domestic),Pharmaceutical,247,2025-06-09,2026-06-12,2268,83.6,安値反転,1,100,27.3,-0.4,高値圏,70.1,中立,
2306,6634,JN Group Inc.,Standard Market(Domestic),Electric Appliances,254,2025-06-09,2026-06-23,79,-45.9,安値反転,1,100,25,0,待ち,70,中立,
2724,7456,"MATSUDA SANGYO Co.,Ltd.",Prime Market (Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,6030,76.8,高値更新,4,100,14.3,-4.8,待ち,69.9,良さそう,
1697,5233,TAIHEIYO CEMENT CORPORATION,Prime Market (Domestic),Glass and Ceramics Products,254,2025-06-09,2026-06-23,4133,11,安値反転,2,100,15.6,-2,待ち,69.8,良さそう,
374,2531,TAKARA HOLDINGS INC.,Prime Market (Domestic),Foods,254,2025-06-09,2026-06-23,2235,79.7,高値更新,2,100,14.4,-0.1,待ち,69.6,良さそう,
2007,6125,"OKAMOTO MACHINE TOOL WORKS,LTD.",Standard Market(Domestic),Machinery,254,2025-06-09,2026-06-23,5680,44.9,安値反転,2,100,16.2,-3.2,待ち,69.6,良さそう,
3718,9983,"FAST RETAILING CO.,LTD.",Prime Market (Domestic),Retail Trade,254,2025-06-09,2026-06-23,82170,67.9,上昇中押し目,3,100,15.3,-4.1,待ち,69.6,良さそう,
2321,6659,"MEDIA LINKS CO.,LTD.",Standard Market(Domestic),Electric Appliances,254,2025-06-09,2026-06-23,64,39.1,上昇中押し目,1,100,20.8,0,上昇中押し目,69.5,中立,
52,155A,"Information Strategy and Technology Co.,Ltd.",Growth Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,896,72.3,高値更新,2,100,15.2,-1.6,待ち,69.4,良さそう,
433,2730,EDION Corporation,Prime Market (Domestic),Retail Trade,254,2025-06-09,2026-06-23,2262,16.4,安値反転,2,100,14.9,-1.1,待ち,69.4,良さそう,
1256,4341,SEIRYO ELECTRIC CORPORATION,Standard Market(Domestic),Services,254,2025-06-09,2026-06-23,864,10.2,安値反転,2,100,15.3,-1.9,待ち,69.4,良さそう,
1335,4440,WITZ Corporation,Standard Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,1105,-7.4,安値反転,2,50,20,-3.3,安値反転候補,69.4,中立,
2098,6278,UNION TOOL CO.,Prime Market (Domestic),Machinery,254,2025-06-09,2026-06-23,22830,394.7,上昇中押し目,2,100,12.4,-3.8,上昇中押し目,69.3,良さそう,
2460,6954,FANUC CORPORATION,Prime Market (Domestic),Electric Appliances,254,2025-06-09,2026-06-23,7459,98.2,上昇中押し目,3,100,9.4,-1.3,上昇中押し目,69.3,良さそう,
2075,6239,NAGAOKA INTERNATIONAL CORPORATION,Standard Market(Domestic),Machinery,254,2025-06-09,2026-06-23,1353,-5.9,安値反転,2,100,10.1,-1.7,安値反転候補,69.2,良さそう,
2485,6999,KOA CORPORATION,Prime Market (Domestic),Electric Appliances,254,2025-06-09,2026-06-23,2908,254.2,上昇中押し目,2,100,15.1,-1.8,待ち,69.2,良さそう,
3364,9104,"Mitsui O.S.K.Lines,Ltd.",Prime Market (Domestic),Marine Transportation,254,2025-06-09,2026-06-23,5328,9.9,高値更新,2,100,17.6,-5.9,待ち,69.2,良さそう,
1708,5252,"Nihon Knowledge Co,Ltd.",Growth Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,744,69.7,高値更新,3,100,14.6,-3.5,待ち,69,良さそう,
2090,6266,"TAZMO CO.,LTD.",Prime Market (Domestic),Machinery,254,2025-06-09,2026-06-23,4795,147.2,安値反転,1,100,25.7,-2,待ち,69,中立,
2134,6338,Takatori Corporation,Standard Market(Domestic),Machinery,254,2025-06-09,2026-06-23,1776,17.3,安値反転,1,100,20.5,0,上昇中押し目,69,中立,
1953,6029,Artra Group Corporation,Standard Market(Domestic),Services,254,2025-06-09,2026-06-23,191,29.1,安値反転,1,100,20.8,-0.7,上昇中押し目,68.8,中立,
894,3673,"Broadleaf Co.,Ltd.",Prime Market (Domestic),Information & Communication,254,2025-06-09,2026-06-23,740,3.5,高値更新,2,100,13.8,0,待ち,68.7,良さそう,
1467,4659,"AJIS CO.,LTD.",Standard Market(Domestic),Services,251,2025-06-09,2026-06-18,4420,57.7,安値反転,1,100,27.1,-1.3,高値圏,68.7,中立,
35,1443,"Giken Holdings Co.,Ltd.",Standard Market(Domestic),Construction,254,2025-06-09,2026-06-23,245,31.7,高値更新,2,100,13.8,0,待ち,68.6,良さそう,
1570,4886,"ASKA Pharmaceutical Holdings Co.,Ltd.",Prime Market (Domestic),Pharmaceutical,254,2025-06-09,2026-06-23,2276,-1.6,安値反転,1,100,24.3,0,待ち,68.6,中立,
1761,543A,ARCHION Corporation,Prime Market (Domestic),Transportation Equipment,254,2025-06-09,2026-06-23,285,-36.6,上昇中押し目,2,100,15.6,-3,待ち,68.6,良さそう,
1738,5337,DANTO HOLDINGS CORPORATION,Standard Market(Domestic),Glass and Ceramics Products,254,2025-06-09,2026-06-23,836,1.3,安値反転,2,100,15.7,-3.3,待ち,68.4,良さそう,
1135,4098,"Titan Kogyo ,Ltd.",Standard Market(Domestic),Chemicals,254,2025-06-09,2026-06-23,1016,33.3,安値反転,1,100,24.7,-0.9,待ち,68.3,中立,
3230,8617,"The Kosei Securities Co.,Ltd.",Standard Market(Domestic),Securities and Commodities Futures,254,2025-06-09,2026-06-23,547,31.5,安値反転,1,100,20.2,0,上昇中押し目,68.3,中立,
1376,4502,Takeda Pharmaceutical Company Limited,Prime Market (Domestic),Pharmaceutical,254,2025-06-09,2026-06-23,5011,15.6,高値更新,2,100,8.6,0,安値反転候補,68.2,良さそう,
2312,6645,OMRON Corporation,Prime Market (Domestic),Electric Appliances,254,2025-06-09,2026-06-23,5764,55.8,安値反転,1,100,22.3,-3.7,上昇中押し目,68.2,中立,
159,1950,"NIPPON DENSETSU KOGYO CO.,LTD.",Prime Market (Domestic),Construction,254,2025-06-09,2026-06-23,4370,80,高値更新,4,100,10.9,-0.6,待ち,68.1,良さそう,
1729,5290,Vertex Corporation,Standard Market(Domestic),Glass and Ceramics Products,254,2025-06-09,2026-06-23,1339,19.7,高値更新,2,100,15.3,-2.9,待ち,68.1,良さそう,
502,2894,"Ishii Food Co.,Ltd.",Standard Market(Domestic),Foods,254,2025-06-09,2026-06-23,327,4.1,上昇中押し目,2,100,8.7,-0.3,安値反転候補,68,良さそう,
2222,6492,OKANO VALVE MFG.CO.LTD.,Standard Market(Domestic),Machinery,254,2025-06-09,2026-06-23,16030,216.8,安値反転,1,100,20,0,上昇中押し目,68,中立,
3011,7999,"MUTOH HOLDINGS CO.,LTD.",Standard Market(Domestic),Electric Appliances,247,2025-06-09,2026-06-12,7580,175.9,安値反転,1,100,26,0,高値圏,68,中立,
1283,4379,Photosynth inc.,Growth Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,401,2.6,安値反転,1,100,23.9,0,待ち,67.9,中立,
2591,7192,Mortgage Service Japan Limited,Standard Market(Domestic),Other Financing Business,254,2025-06-09,2026-06-23,556,31.8,高値更新,3,100,13.7,-2.8,待ち,67.9,良さそう,
2712,7426,Yamadai Corporation,Standard Market(Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,599,-46.3,安値反転,2,100,15.6,-3.7,待ち,67.9,良さそう,
606,3093,"Treasure Factory Co.,LTD.",Prime Market (Domestic),Retail Trade,254,2025-06-09,2026-06-23,1980,10.6,安値反転,2,100,16.5,-5.1,待ち,67.8,良さそう,
3052,8066,MITANI CORPORATION,Standard Market(Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,2463,10.4,安値反転,2,100,16.7,-5.4,待ち,67.8,良さそう,
729,3352,"BUFFALO CO.,LTD.",Standard Market(Domestic),Retail Trade,254,2025-06-09,2026-06-23,1698,27.9,高値更新,2,100,10,-2.8,安値反転候補,67.7,良さそう,
2420,6866,HIOKI E.E.CORPORATION,Prime Market (Domestic),Electric Appliances,254,2025-06-09,2026-06-23,12410,120,上昇中押し目,3,100,12.3,-0.8,待ち,67.7,良さそう,
2601,7213,LECIP HOLDINGS CORPORATION,Standard Market(Domestic),Transportation Equipment,254,2025-06-09,2026-06-23,581,34.8,安値反転,2,100,11.3,-3.2,上昇中押し目,67.7,良さそう,
3532,9506,"Tohoku Electric Power Company,Incorporated",Prime Market (Domestic),Electric Power and Gas,254,2025-06-09,2026-06-23,1030.5,4.1,安値反転,2,100,8.6,-0.4,安値反転候補,67.7,良さそう,
1237,4293,"SEPTENI HOLDINGS CO.,LTD.",Standard Market(Domestic),Services,254,2025-06-09,2026-06-23,468,18.2,安値反転,2,100,16.6,-5.6,待ち,67.6,良さそう,
1947,6013,"TAKUMA CO.,LTD.",Prime Market (Domestic),Machinery,254,2025-06-09,2026-06-23,3650,84.6,上昇中押し目,2,100,16.2,-1.6,高値圏,67.6,良さそう,
2629,7261,Mazda Motor Corporation,Prime Market (Domestic),Transportation Equipment,254,2025-06-09,2026-06-23,1068.5,25.8,上昇中押し目,2,100,13.4,-0.2,待ち,67.6,良さそう,
3009,7995,"VALQUA,LTD.",Prime Market (Domestic),Chemicals,254,2025-06-09,2026-06-23,7740,154.6,上昇中押し目,2,100,10.8,-2.5,上昇中押し目,67.6,良さそう,
1860,5832,"Chugin Financial Group,Inc.",Prime Market (Domestic),Banks,254,2025-06-09,2026-06-23,3081,73.3,高値更新,3,100,9.1,-2.4,上昇中押し目,67.4,良さそう,
2166,6387,SAMCO INC.,Prime Market (Domestic),Machinery,254,2025-06-09,2026-06-23,14590,443.4,上昇中押し目,2,100,11.5,-3.9,上昇中押し目,67.3,良さそう,
3446,9310,Japan Transcity Corporation,Prime Market (Domestic),Warehousing and Harbor Transportation Service,254,2025-06-09,2026-06-23,1131,12.1,安値反転,2,100,9.6,-2.4,安値反転候補,67.3,良さそう,
2080,6248,"Yokota Manufacturing Co., Ltd.",Standard Market(Domestic),Machinery,254,2025-06-09,2026-06-23,1761,13.9,安値反転,2,100,8.3,-0.3,安値反転候補,67.2,良さそう,
1261,4347,Broadmedia Corporation,Standard Market(Domestic),Services,254,2025-06-09,2026-06-23,1603,-8.5,上昇中押し目,2,100,13.1,0,待ち,67.1,良さそう,
1429,4593,HEALIOS K.K.,Growth Market(Domestic),Pharmaceutical,254,2025-06-09,2026-06-23,245,-40.7,安値反転,1,100,23.6,0,待ち,67.1,中立,
2367,6769,"THine Electronics,Inc.",Standard Market(Domestic),Electric Appliances,254,2025-06-09,2026-06-23,1260,42.7,安値反転,1,100,24.9,-2.3,待ち,67.1,中立,
2878,7776,CellSeed Inc.,Growth Market(Domestic),Precision Instruments,254,2025-06-09,2026-06-23,204,-60.5,安値反転,1,100,23.6,0,待ち,67.1,中立,
3420,9252,"Last One Mile Co.,Ltd.",Growth Market(Domestic),Services,254,2025-06-09,2026-06-23,3400,-15.2,安値反転,1,100,24.1,-1,待ち,67.1,中立,
1392,4538,"Fuso Pharmaceutical Industries,Ltd.",Prime Market (Domestic),Pharmaceutical,254,2025-06-09,2026-06-23,2055,-4.3,安値反転,2,100,8,0,安値反転候補,67,良さそう,
2783,7570,"HASHIMOTO SOGYO HOLDINGS CO.,LTD.",Standard Market(Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,1403,6.1,安値反転,2,100,13.9,-1.7,待ち,66.9,良さそう,
3547,9537,"HOKURIKU GAS CO.,LTD.",Standard Market(Domestic),Electric Power and Gas,254,2025-06-09,2026-06-23,3980,12.6,高値更新,2,100,14.2,-2.2,待ち,66.9,良さそう,
38,1447,"SAAF Holdings Co.,Ltd.",Growth Market(Domestic),Construction,254,2025-06-09,2026-06-23,271,4.2,高値更新,2,100,15,-3.5,待ち,66.8,良さそう,
658,3183,"WIN-Partners Co.,Ltd.",Prime Market (Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,1227,-7.7,安値反転,2,100,8.7,-1.4,安値反転候補,66.8,良さそう,
1321,4425,Kudan Inc.,Growth Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,1980,71,上昇中押し目,2,100,13.7,-1.4,待ち,66.8,良さそう,
3243,8708,"AIZAWA SECURITIES GROUP CO.,LTD.",Prime Market (Domestic),Securities and Commodities Futures,254,2025-06-09,2026-06-23,1459,13.4,安値反転,2,100,7.9,0,安値反転候補,66.8,良さそう,
566,3030,"HUB CO.,LTD.",Standard Market(Domestic),Retail Trade,254,2025-06-09,2026-06-23,807,7.7,高値更新,2,100,12.8,0,待ち,66.6,良さそう,
711,3299,"MUGEN ESTATE Co.,Ltd.",Standard Market(Domestic),Real Estate,254,2025-06-09,2026-06-23,1763,-15,安値反転,2,100,8.8,-1.7,安値反転候補,66.6,良さそう,
3291,8912,Area Quest Inc.,Standard Market(Domestic),Real Estate,254,2025-06-09,2026-06-23,172,-5.5,安値反転,2,100,13.2,-0.6,待ち,66.6,良さそう,
379,255A,"GLTECHNO HOLDINGS,INC.",Standard Market(Domestic),Precision Instruments,254,2025-06-09,2026-06-23,6190,119.1,安値反転,1,100,19.7,-0.8,上昇中押し目,66.4,中立,
1730,5301,"TOKAI CARBON CO.,LTD.",Prime Market (Domestic),Glass and Ceramics Products,254,2025-06-09,2026-06-23,1728,71.5,安値反転,2,100,10.3,-2.6,上昇中押し目,66.4,良さそう,
1610,4971,MEC COMPANY LTD.,Prime Market (Domestic),Chemicals,254,2025-06-09,2026-06-23,10920,318.7,上昇中押し目,3,100,12.6,-2.4,待ち,66.3,良さそう,
3188,8392,"THE OITA BANK,LTD.",Prime Market (Domestic),Banks,254,2025-06-09,2026-06-23,2248,203.4,上昇中押し目,3,100,11.5,-0.6,待ち,66.2,良さそう,
3635,9767,"NIKKEN KOGAKU CO.,LTD.",Standard Market(Domestic),Services,254,2025-06-09,2026-06-23,1490,6.4,安値反転,2,100,9.7,-3.5,安値反転候補,66.2,良さそう,
3226,8609,OKASAN SECURITIES GROUP INC.,Prime Market (Domestic),Securities and Commodities Futures,254,2025-06-09,2026-06-23,943,36.9,高値更新,2,100,13.4,-1.4,待ち,66.1,良さそう,
1706,5248,"TECHNOLOGIES,Inc.",Growth Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,477,-40.3,安値反転,3,100,12.2,-1.9,待ち,66,良さそう,
1388,4528,"ONO PHARMACEUTICAL CO.,LTD.",Prime Market (Domestic),Pharmaceutical,254,2025-06-09,2026-06-23,2329,52.2,高値更新,3,100,9.3,-5.5,安値反転候補,65.9,良さそう,
2167,6390,"KATO WORKS CO.,LTD.",Prime Market (Domestic),Machinery,254,2025-06-09,2026-06-23,1250,-4,安値反転,2,100,8.7,-2,安値反転候補,65.9,良さそう,
2487,7004,Kanadevia Corporation,Prime Market (Domestic),Machinery,254,2025-06-09,2026-06-23,1379,50.1,上昇中押し目,2,100,13.2,-1.2,待ち,65.9,良さそう,
1210,4243,"NIX,INC.",Standard Market(Domestic),Chemicals,254,2025-06-09,2026-06-23,929,24.4,安値反転,2,100,13.6,-2,待ち,65.8,良さそう,
2073,6237,"IWAKI CO.,LTD.",Prime Market (Domestic),Machinery,254,2025-06-09,2026-06-23,3530,46.5,安値反転,2,100,16.1,-6.1,待ち,65.8,良さそう,
